기준년,시군구,공원종류별,상세 도시공원,공원수,중복,면적
yr,signgu,park_knd,dtl_city_park,park_cnt,dpcn,ar
2003,종로구,도시공원,근린공원,19,,2376.0
2003,종로구,도시공원,도시자연공원구역,2,1,3734.0
2003,종로구,도시공원,어린이공원,27,,62.0
2003,종로구,자연공원(국립),자연공원(국립),,1,4328.0
2003,중구,기타,기타,5,,4.0
2003,중구,도시공원,근린공원,5,2,244.0
2003,중구,도시공원,도시자연공원구역,1,,1525.0
2003,중구,도시공원,묘지공원,1,,30.0
2003,중구,도시공원,어린이공원,25,,37.0
2003,중랑구,기타,기타,14,,37.0
2003,중랑구,도시공원,근린공원,1,,1019.0
2003,중랑구,도시공원,도시자연공원구역,1,,2801.0
2003,중랑구,도시공원,문화공원,1,,833.0
2003,중랑구,도시공원,어린이공원,42,,47.0
2002,강남구,기타,기타,5,,206.0
2002,강남구,도시공원,근린공원,32,,2038.0
2002,강남구,도시공원,도시자연공원구역,,2,2450.0
2002,강남구,도시공원,어린이공원,63,,96.0
2002,강동구,기타,기타,10,,824.0
2002,강동구,도시공원,근린공원,14,1,1097.0
2002,강동구,도시공원,도시자연공원구역,1,,588.0
2002,강동구,도시공원,어린이공원,47,,71.0
2002,강북구,기타,기타,11,,153.0
2002,강북구,도시공원,근린공원,2,,1374.0
2002,강북구,도시공원,도시자연공원구역,,1,128.0
2002,강북구,도시공원,어린이공원,38,,49.0
2002,강북구,자연공원(국립),자연공원(국립),1,,12559.0
2002,강서구,기타,기타,3,,720.0
2002,강서구,도시공원,근린공원,17,,2356.0
2002,강서구,도시공원,어린이공원,101,,132.0
2002,관악구,기타,기타,6,,3.0
2002,관악구,도시공원,근린공원,3,2,397.0
2002,관악구,도시공원,도시자연공원구역,1,,10292.0
2002,관악구,도시공원,어린이공원,71,,72.0
2002,광진구,기타,기타,10,,387.0
2002,광진구,도시공원,근린공원,4,,565.0
2002,광진구,도시공원,도시자연공원구역,,1,2307.0
2002,광진구,도시공원,어린이공원,36,,38.0
2002,구로구,기타,기타,9,,30.0
2002,구로구,도시공원,근린공원,6,1,767.0
2002,구로구,도시공원,도시자연공원구역,2,,1685.0
2002,구로구,도시공원,어린이공원,21,,30.0
2002,금천구,기타,기타,4,,4.0
2002,금천구,도시공원,근린공원,2,,29.0
2002,금천구,도시공원,도시자연공원구역,,1,1955.0
2002,금천구,도시공원,어린이공원,39,,38.0
2002,노원구,기타,기타,6,,164.0
2002,노원구,도시공원,근린공원,25,,1600.0
2002,노원구,도시공원,도시자연공원구역,2,,12026.0
2002,노원구,도시공원,어린이공원,91,,157.0
2002,도봉구,기타,기타,12,,13.0
2002,도봉구,도시공원,근린공원,2,1,1004.0
2002,도봉구,도시공원,어린이공원,37,,46.0
2002,도봉구,자연공원(국립),자연공원(국립),,1,9316.0
2002,동대문구,기타,기타,13,,11.0
2002,동대문구,도시공원,근린공원,10,1,831.0
2002,동대문구,도시공원,어린이공원,23,,38.0
2002,동작구,기타,기타,5,1,160.0
2002,동작구,도시공원,근린공원,8,,1586.0
2002,동작구,도시공원,문화공원,2,,2142.0
2002,동작구,도시공원,어린이공원,27,,29.0
2002,마포구,기타,기타,10,,2758.0
2002,마포구,도시공원,근린공원,10,,1957.0
2002,마포구,도시공원,문화공원,1,,13.0
2002,마포구,도시공원,어린이공원,45,,55.0
2002,서대문구,기타,기타,10,,5.0
2002,서대문구,도시공원,근린공원,5,,1234.0
2002,서대문구,도시공원,도시자연공원구역,1,2,3448.0
2002,서대문구,도시공원,어린이공원,32,,56.0
2002,서대문구,자연공원(국립),자연공원(국립),,1,274.0
2002,서울대공원,도시공원,근린공원,1,,6670.0
2002,서울대공원,도시공원,도시자연공원구역,,1,2493.0
2002,서초구,기타,기타,4,,545.0
2002,서초구,도시공원,근린공원,21,,1608.0
2002,서초구,도시공원,도시자연공원구역,6,,13026.0
2002,서초구,도시공원,문화공원,1,,128.0
2002,서초구,도시공원,어린이공원,90,,154.0
2002,성동구,기타,기타,14,1,554.0
2002,성동구,도시공원,근린공원,5,,477.0
2002,성동구,도시공원,어린이공원,32,,38.0
2002,성북구,기타,기타,6,,3.0
2002,성북구,도시공원,근린공원,3,4,1439.0
2002,성북구,도시공원,도시자연공원구역,,2,2427.0
2002,성북구,도시공원,어린이공원,16,,31.0
2002,성북구,자연공원(국립),자연공원(국립),,1,3926.0
2002,송파구,기타,기타,7,1,2384.0
2002,송파구,도시공원,근린공원,38,,1748.0
2002,송파구,도시공원,어린이공원,71,,102.0
2002,양천구,기타,기타,9,,3.0
2002,양천구,도시공원,근린공원,16,,1057.0
2002,양천구,도시공원,도시자연공원구역,,1,1004.0
2002,양천구,도시공원,어린이공원,69,,116.0
2002,영등포구,기타,기타,12,,955.0
2002,영등포구,도시공원,근린공원,11,,560.0
2002,영등포구,도시공원,어린이공원,18,,54.0
2002,용산구,기타,기타,11,,622.0
2002,용산구,도시공원,근린공원,4,1,444.0
2002,용산구,도시공원,도시자연공원구역,,1,1397.0
2002,용산구,도시공원,어린이공원,22,,41.0
2002,은평구,기타,기타,14,,6.0
2002,은평구,도시공원,근린공원,8,1,1839.0
2002,은평구,도시공원,도시자연공원구역,2,1,3315.0
2002,은평구,도시공원,어린이공원,36,,43.0
2002,은평구,자연공원(국립),자연공원(국립),,1,9453.0
2002,종로구,기타,기타,22,,80.0
2002,종로구,도시공원,근린공원,18,,2370.0
2002,종로구,도시공원,도시자연공원구역,3,,3709.0
2002,종로구,도시공원,어린이공원,28,,64.0
2002,종로구,자연공원(국립),자연공원(국립),,1,4328.0
2002,중구,기타,기타,2,,2.0
2002,중구,도시공원,근린공원,5,2,229.0
2002,중구,도시공원,도시자연공원구역,1,,1525.0
2002,중구,도시공원,묘지공원,1,,30.0
2002,중구,도시공원,어린이공원,25,,37.0
2002,중랑구,기타,기타,13,,37.0
2002,중랑구,도시공원,근린공원,1,,1019.0
2002,중랑구,도시공원,도시자연공원구역,1,,2800.0
2002,중랑구,도시공원,문화공원,1,,833.0
2002,중랑구,도시공원,어린이공원,42,,47.0
2001,강남구,기타,기타,4,,205.0
2001,강남구,도시공원,근린공원,32,,2038.0
2001,강남구,도시공원,도시자연공원구역,,2,2449.8
2001,강남구,도시공원,어린이공원,63,,96.2
2001,강동구,기타,기타,7,,822.0
2001,강동구,도시공원,근린공원,14,1,1097.0
2001,강동구,도시공원,도시자연공원구역,1,,588.0
2001,강동구,도시공원,어린이공원,45,,66.1
2001,강북구,기타,기타,6,,2.0
2001,강북구,도시공원,근린공원,2,,1255.0
2001,강북구,도시공원,도시자연공원구역,,1,128.3
2001,강북구,도시공원,어린이공원,34,,43.6
2001,강북구,자연공원(국립),자연공원(국립),1,,11540.0
2001,강서구,기타,기타,3,,720.0
2001,강서구,도시공원,근린공원,17,,2356.0
2001,강서구,도시공원,어린이공원,101,,132.4
2001,관악구,기타,기타,4,,1.0
2001,관악구,도시공원,근린공원,3,2,397.0
2001,관악구,도시공원,도시자연공원구역,1,,10291.2
2001,관악구,도시공원,어린이공원,71,,71.5
2001,광진구,기타,기타,8,,386.0
2001,광진구,도시공원,근린공원,3,,563.0
2001,광진구,도시공원,도시자연공원구역,,1,2307.3
2001,광진구,도시공원,어린이공원,38,,39.4
2001,구로구,기타,기타,8,,30.0
2001,구로구,도시공원,근린공원,6,1,764.0
2001,구로구,도시공원,도시자연공원구역,2,,1685.4
2001,구로구,도시공원,어린이공원,22,,30.1
2001,금천구,도시공원,근린공원,2,,29.0
2001,금천구,도시공원,도시자연공원구역,,1,1956.0
2001,금천구,도시공원,어린이공원,39,,37.7
2001,노원구,기타,기타,4,,163.0
2001,노원구,도시공원,근린공원,25,,1600.0
2001,노원구,도시공원,도시자연공원구역,2,,12025.2
2001,노원구,도시공원,어린이공원,91,,156.5
2001,도봉구,기타,기타,7,,4.0
2001,도봉구,도시공원,근린공원,2,1,1004.0
2001,도봉구,도시공원,어린이공원,36,,44.9
2001,도봉구,자연공원(국립),자연공원(국립),,1,9890.0
2001,동대문구,기타,기타,13,,11.0
2001,동대문구,도시공원,근린공원,10,1,814.0
2001,동대문구,도시공원,어린이공원,24,,38.2
2001,동작구,기타,기타,4,1,116.0
2001,동작구,도시공원,근린공원,8,,1580.0
2001,동작구,도시공원,문화공원,2,,2143.5
2001,동작구,도시공원,어린이공원,27,,29.5
2001,마포구,기타,기타,8,,2821.0
2001,마포구,도시공원,근린공원,10,,1891.0
2001,마포구,도시공원,문화공원,1,,13.2
2001,마포구,도시공원,어린이공원,45,,54.6
2001,서대문구,기타,기타,5,,3.0
2001,서대문구,도시공원,근린공원,5,,1232.0
2001,서대문구,도시공원,도시자연공원구역,1,2,3448.3
2001,서대문구,도시공원,어린이공원,32,,55.5
2001,서대문구,자연공원(국립),자연공원(국립),,1,310.0
2001,서울대공원,도시공원,근린공원,1,,6670.0
2001,서울대공원,도시공원,도시자연공원구역,,1,2493.0
2001,서초구,기타,기타,4,,545.0
2001,서초구,도시공원,근린공원,21,,1608.0
2001,서초구,도시공원,도시자연공원구역,6,,13025.0
2001,서초구,도시공원,어린이공원,90,,153.6
2001,성동구,기타,기타,12,1,550.0
2001,성동구,도시공원,근린공원,4,,463.0
2001,성동구,도시공원,어린이공원,37,,50.0
2001,성북구,기타,기타,5,,2.0
2001,성북구,도시공원,근린공원,3,4,1479.0
2001,성북구,도시공원,도시자연공원구역,,2,2429.6
2001,성북구,도시공원,어린이공원,16,,30.9
2001,성북구,자연공원(국립),자연공원(국립),,1,4700.0
2001,송파구,기타,기타,6,1,2384.0
2001,송파구,도시공원,근린공원,38,,1752.0
2001,송파구,도시공원,어린이공원,71,,101.5
2001,양천구,기타,기타,5,,2.0
2001,양천구,도시공원,근린공원,16,,1057.0
2001,양천구,도시공원,도시자연공원구역,,1,1003.5
2001,양천구,도시공원,어린이공원,69,,115.7
2001,영등포구,기타,기타,6,,952.0
2001,영등포구,도시공원,근린공원,11,,560.0
2001,영등포구,도시공원,어린이공원,18,,54.1
2001,용산구,기타,기타,6,,619.0
2001,용산구,도시공원,근린공원,4,1,445.0
2001,용산구,도시공원,도시자연공원구역,,1,1397.0
2001,용산구,도시공원,어린이공원,20,,39.8
2001,은평구,기타,기타,7,,9.0
2001,은평구,도시공원,근린공원,8,1,1839.0
2001,은평구,도시공원,도시자연공원구역,2,1,3314.6
2001,은평구,도시공원,어린이공원,37,,43.2
2001,은평구,자연공원(국립),자연공원(국립),,1,9420.0
2001,종로구,기타,기타,4,,10.0
2001,종로구,도시공원,근린공원,18,,2371.0
2001,종로구,도시공원,도시자연공원구역,3,,3709.0
2001,종로구,도시공원,어린이공원,28,,63.6
2001,종로구,자연공원(국립),자연공원(국립),,1,3850.0
2001,중구,기타,기타,1,,
2001,중구,도시공원,근린공원,5,2,228.0
2001,중구,도시공원,도시자연공원구역,1,,1525.0
2001,중구,도시공원,묘지공원,1,,29.7
2001,중구,도시공원,어린이공원,25,,37.5
2001,중랑구,기타,기타,6,,31.0
2001,중랑구,도시공원,근린공원,1,,1019.0
2001,중랑구,도시공원,도시자연공원구역,1,,2800.6
2001,중랑구,도시공원,문화공원,1,,833.0
2001,중랑구,도시공원,어린이공원,42,,47.1
2000,강남구,기타,기타,1,,203.0
2000,강남구,도시공원,근린공원,32,,2038.0
2000,강남구,도시공원,도시자연공원구역,,2,2450.0
2000,강남구,도시공원,어린이공원,63,,96.0
2000,강동구,기타,기타,2,,821.0
2000,강동구,도시공원,근린공원,14,1,1097.0
2000,강동구,도시공원,도시자연공원구역,1,1,588.0
2000,강동구,도시공원,어린이공원,45,,66.0
2000,강북구,도시공원,근린공원,2,,1255.0
2000,강북구,도시공원,도시자연공원구역,,1,128.0
2000,강북구,도시공원,어린이공원,33,,43.0
2000,강북구,자연공원(국립),자연공원(국립),1,,11540.0
2000,강서구,기타,기타,1,,719.0
2000,강서구,도시공원,근린공원,17,,2349.0
2000,강서구,도시공원,어린이공원,101,,132.0
2000,관악구,도시공원,근린공원,3,2,397.0
2000,관악구,도시공원,도시자연공원구역,1,,10291.0
2000,관악구,도시공원,어린이공원,71,,72.0
2000,광진구,기타,기타,1,,384.0
2000,광진구,도시공원,근린공원,3,,563.0
2000,광진구,도시공원,도시자연공원구역,,1,2307.0
2000,광진구,도시공원,어린이공원,39,,39.0
2000,구로구,기타,기타,1,,27.0
2000,구로구,도시공원,근린공원,6,1,764.0
2000,구로구,도시공원,도시자연공원구역,2,,1685.0
2000,구로구,도시공원,어린이공원,22,,30.0
2000,금천구,도시공원,근린공원,2,,29.0
2000,금천구,도시공원,도시자연공원구역,,1,1955.0
2000,금천구,도시공원,어린이공원,40,,38.0
2000,노원구,기타,기타,1,,161.0
2000,노원구,도시공원,근린공원,25,,1600.0
2000,노원구,도시공원,도시자연공원구역,2,,12025.0
2000,노원구,도시공원,어린이공원,91,,157.0
2000,도봉구,도시공원,근린공원,2,1,1004.0
2000,도봉구,도시공원,어린이공원,36,,45.0
2000,도봉구,자연공원(국립),자연공원(국립),,1,9890.0
2000,동대문구,도시공원,근린공원,10,1,815.0
2000,동대문구,도시공원,어린이공원,23,,36.0
2000,동작구,기타,기타,,1,113.0
2000,동작구,도시공원,근린공원,8,,1578.0
2000,동작구,도시공원,문화공원,2,,2144.0
2000,동작구,도시공원,어린이공원,27,,30.0
2000,마포구,기타,기타,2,,1610.0
2000,마포구,도시공원,근린공원,10,,1891.0
2000,마포구,도시공원,문화공원,1,,13.0
2000,마포구,도시공원,어린이공원,45,,55.0
2000,서대문구,도시공원,근린공원,5,,1226.0
2000,서대문구,도시공원,도시자연공원구역,1,2,3428.0
2000,서대문구,도시공원,어린이공원,35,,57.0
2000,서대문구,자연공원(국립),자연공원(국립),,1,310.0
2000,서울대공원,도시공원,근린공원,1,,6670.0
2000,서울대공원,도시공원,도시자연공원구역,,1,2493.0
2000,서초구,기타,기타,1,,542.0
2000,서초구,도시공원,근린공원,21,,1605.0
2000,서초구,도시공원,도시자연공원구역,6,,13026.0
2000,서초구,도시공원,어린이공원,90,,154.0
2000,성동구,기타,기타,1,1,442.0
2000,성동구,도시공원,근린공원,4,,458.0
2000,성동구,도시공원,어린이공원,36,,49.0
2000,성북구,도시공원,근린공원,4,3,1479.0
2000,성북구,도시공원,도시자연공원구역,,2,2438.0
2000,성북구,도시공원,어린이공원,16,,30.0
2000,성북구,자연공원(국립),자연공원(국립),,1,4700.0
2000,송파구,기타,기타,2,1,2380.0
2000,송파구,도시공원,근린공원,38,,1738.0
2000,송파구,도시공원,어린이공원,71,,102.0
2000,양천구,도시공원,근린공원,16,,1057.0
2000,양천구,도시공원,도시자연공원구역,,1,1004.0
2000,양천구,도시공원,어린이공원,69,,116.0
2000,영등포구,기타,기타,2,,950.0
2000,영등포구,도시공원,근린공원,10,,450.0
2000,영등포구,도시공원,어린이공원,18,,54.0
2000,용산구,기타,기타,3,,616.0
2000,용산구,도시공원,근린공원,4,1,409.0
2000,용산구,도시공원,도시자연공원구역,,1,1432.0
2000,용산구,도시공원,어린이공원,20,,42.0
2000,은평구,기타,기타,1,,7.0
2000,은평구,도시공원,근린공원,8,1,1840.0
2000,은평구,도시공원,도시자연공원구역,2,1,3315.0
2000,은평구,도시공원,어린이공원,36,,42.0
2000,은평구,자연공원(국립),자연공원(국립),,1,9420.0
2000,종로구,기타,기타,1,,9.0
2000,종로구,도시공원,근린공원,18,,2370.0
2000,종로구,도시공원,도시자연공원구역,3,,3684.0
2000,종로구,도시공원,어린이공원,28,,64.0
2000,종로구,자연공원(국립),자연공원(국립),,1,3850.0
2000,중구,도시공원,근린공원,5,2,228.0
2000,중구,도시공원,도시자연공원구역,1,,1527.0
2000,중구,도시공원,묘지공원,1,,29.7
2000,중구,도시공원,어린이공원,25,,37.0
2000,중랑구,도시공원,근린공원,1,,1019.0
2000,중랑구,도시공원,도시자연공원구역,1,,2801.0
2000,중랑구,도시공원,문화공원,1,,833.0
2000,중랑구,도시공원,어린이공원,42,,46.0
1999,강남구,기타,기타,1,,203.0
1999,강남구,도시공원,근린공원,32,,2038.0
1999,강남구,도시공원,도시자연공원구역,,2,2450.0
1999,강남구,도시공원,어린이공원,63,,96.0
1999,강동구,기타,기타,2,,821.0
1999,강동구,도시공원,근린공원,15,,1109.0
1999,강동구,도시공원,도시자연공원구역,1,,669.0
1999,강동구,도시공원,어린이공원,45,,66.0
1999,강북구,도시공원,근린공원,2,,1255.0
1999,강북구,도시공원,도시자연공원구역,,1,128.0
1999,강북구,도시공원,어린이공원,33,,43.0
1999,강북구,자연공원(국립),자연공원(국립),1,,11540.0
1999,강서구,기타,기타,1,,719.0
1999,강서구,도시공원,근린공원,17,,2349.0
1999,강서구,도시공원,어린이공원,102,,132.0
1999,관악구,도시공원,근린공원,3,2,397.0
1999,관악구,도시공원,도시자연공원구역,1,,10291.0
1999,관악구,도시공원,어린이공원,71,,72.0
1999,광진구,기타,기타,1,,384.0
1999,광진구,도시공원,근린공원,3,,563.0
1999,광진구,도시공원,도시자연공원구역,,1,2307.0
1999,광진구,도시공원,어린이공원,38,,38.0
1999,구로구,기타,기타,1,,27.0
1999,구로구,도시공원,근린공원,6,1,764.0
1999,구로구,도시공원,도시자연공원구역,2,,1685.0
1999,구로구,도시공원,어린이공원,21,,27.0
1999,금천구,도시공원,근린공원,2,,29.0
1999,금천구,도시공원,도시자연공원구역,,1,1955.0
1999,금천구,도시공원,어린이공원,40,,38.0
1999,노원구,기타,기타,1,,161.0
1999,노원구,도시공원,근린공원,25,,1599.0
1999,노원구,도시공원,도시자연공원구역,2,,12025.0
1999,노원구,도시공원,어린이공원,91,,157.0
1999,도봉구,도시공원,근린공원,2,1,1004.0
1999,도봉구,도시공원,어린이공원,37,,47.0
1999,도봉구,자연공원(국립),자연공원(국립),,1,9890.0
1999,동대문구,도시공원,근린공원,7,1,810.0
1999,동대문구,도시공원,어린이공원,21,,34.0
1999,동작구,기타,기타,,1,113.0
1999,동작구,도시공원,근린공원,8,,1579.0
1999,동작구,도시공원,문화공원,2,,2144.0
1999,동작구,도시공원,어린이공원,27,,29.0
1999,마포구,기타,기타,2,,1610.0
1999,마포구,도시공원,근린공원,5,,220.0
1999,마포구,도시공원,문화공원,1,,13.0
1999,마포구,도시공원,어린이공원,41,,47.0
1999,서대문구,도시공원,근린공원,5,,1226.0
1999,서대문구,도시공원,도시자연공원구역,1,2,3428.0
1999,서대문구,도시공원,어린이공원,35,,57.0
1999,서대문구,자연공원(국립),자연공원(국립),,1,310.0
1999,서울대공원,도시공원,근린공원,1,,6670.0
1999,서울대공원,도시공원,도시자연공원구역,,1,2493.0
1999,서초구,기타,기타,1,,542.0
1999,서초구,도시공원,근린공원,20,,1598.0
1999,서초구,도시공원,도시자연공원구역,6,1,13026.0
1999,서초구,도시공원,어린이공원,90,,154.0
1999,성동구,기타,기타,1,1,442.0
1999,성동구,도시공원,근린공원,4,,413.0
1999,성동구,도시공원,어린이공원,35,,48.0
1999,성북구,도시공원,근린공원,4,3,1489.0
1999,성북구,도시공원,도시자연공원구역,,2,2438.0
1999,성북구,도시공원,어린이공원,16,,31.0
1999,성북구,자연공원(국립),자연공원(국립),,1,4700.0
1999,송파구,기타,기타,2,1,2380.0
1999,송파구,도시공원,근린공원,38,,1738.0
1999,송파구,도시공원,어린이공원,71,,102.0
1999,양천구,도시공원,근린공원,16,,1035.0
1999,양천구,도시공원,도시자연공원구역,,1,1003.0
1999,양천구,도시공원,어린이공원,71,,130.0
1999,영등포구,기타,기타,2,,950.0
1999,영등포구,도시공원,근린공원,10,,450.0
1999,영등포구,도시공원,어린이공원,18,,54.0
1999,용산구,기타,기타,3,,616.0
1999,용산구,도시공원,근린공원,4,1,416.0
1999,용산구,도시공원,도시자연공원구역,,1,1432.0
1999,용산구,도시공원,어린이공원,20,,42.0
1999,은평구,기타,기타,1,,7.0
1999,은평구,도시공원,근린공원,8,1,1840.0
1999,은평구,도시공원,도시자연공원구역,2,1,3343.0
1999,은평구,도시공원,어린이공원,37,,43.0
1999,은평구,자연공원(국립),자연공원(국립),,1,9420.0
1999,종로구,기타,기타,1,,9.0
1999,종로구,도시공원,근린공원,17,,2367.0
1999,종로구,도시공원,도시자연공원구역,3,,3684.0
1999,종로구,도시공원,어린이공원,29,,67.0
1999,종로구,자연공원(국립),자연공원(국립),,1,3850.0
1999,중구,도시공원,근린공원,4,2,215.0
1999,중구,도시공원,도시자연공원구역,1,,1527.0
1999,중구,도시공원,묘지공원,1,,29.7
1999,중구,도시공원,어린이공원,24,,36.0
1999,중랑구,도시공원,근린공원,1,,1019.0
1999,중랑구,도시공원,도시자연공원구역,1,,2801.0
1999,중랑구,도시공원,문화공원,1,,833.0
1999,중랑구,도시공원,어린이공원,42,,47.0
1998,강남구,기타,기타,1,,203.0
1998,강남구,도시공원,근린공원,32,,2038.0
1998,강남구,도시공원,도시자연공원구역,1,1,2450.0
1998,강남구,도시공원,어린이공원,63,,96.0
1998,강동구,기타,기타,5,,821.0
1998,강동구,도시공원,근린공원,14,,1097.0
1998,강동구,도시공원,도시자연공원구역,1,,669.0
1998,강동구,도시공원,어린이공원,45,,66.0
1998,강북구,도시공원,근린공원,2,,1255.0
1998,강북구,도시공원,도시자연공원구역,,1,128.0
1998,강북구,도시공원,어린이공원,32,,42.0
1998,강북구,자연공원(국립),자연공원(국립),1,,11540.0
1998,강서구,기타,기타,1,,719.0
1998,강서구,도시공원,근린공원,17,,2349.0
1998,강서구,도시공원,어린이공원,102,,132.0
1998,관악구,도시공원,근린공원,3,2,397.0
1998,관악구,도시공원,도시자연공원구역,1,,10291.0
1998,관악구,도시공원,어린이공원,71,,72.0
1998,광진구,기타,기타,1,,383.0
1998,광진구,도시공원,근린공원,3,,563.0
1998,광진구,도시공원,도시자연공원구역,,1,2307.0
1998,광진구,도시공원,어린이공원,38,,38.0
1998,구로구,기타,기타,1,,27.0
1998,구로구,도시공원,근린공원,6,1,764.0
1998,구로구,도시공원,도시자연공원구역,2,,1685.0
1998,구로구,도시공원,어린이공원,21,,27.0
1998,금천구,도시공원,근린공원,1,,18.0
1998,금천구,도시공원,도시자연공원구역,,1,1955.0
1998,금천구,도시공원,어린이공원,40,,38.0
1998,노원구,기타,기타,1,,161.0
1998,노원구,도시공원,근린공원,25,,1599.0
1998,노원구,도시공원,도시자연공원구역,2,,12024.0
1998,노원구,도시공원,어린이공원,91,,157.0
1998,도봉구,도시공원,근린공원,2,1,1004.0
1998,도봉구,도시공원,어린이공원,37,,47.0
1998,도봉구,자연공원(국립),자연공원(국립),,1,9890.0
1998,동대문구,도시공원,근린공원,7,1,810.0
1998,동대문구,도시공원,어린이공원,23,,35.0
1998,동작구,기타,기타,,,113.0
1998,동작구,도시공원,근린공원,8,,1579.0
1998,동작구,도시공원,문화공원,2,,2144.0
1998,동작구,도시공원,어린이공원,27,,30.0
1998,마포구,기타,기타,2,,1610.0
1998,마포구,도시공원,근린공원,5,,220.0
1998,마포구,도시공원,문화공원,1,,13.0
1998,마포구,도시공원,어린이공원,41,,47.0
1998,서대문구,도시공원,근린공원,5,,1226.0
1998,서대문구,도시공원,도시자연공원구역,1,2,3428.0
1998,서대문구,도시공원,어린이공원,35,,57.0
1998,서대문구,자연공원(국립),자연공원(국립),,1,310.0
1998,서울대공원,도시공원,근린공원,1,,6670.0
1998,서울대공원,도시공원,도시자연공원구역,,1,2494.0
1998,서초구,기타,기타,1,,542.0
1998,서초구,도시공원,근린공원,20,,1598.0
1998,서초구,도시공원,도시자연공원구역,5,1,13026.0
1998,서초구,도시공원,어린이공원,90,,154.0
1998,성동구,기타,기타,1,,442.0
1998,성동구,도시공원,근린공원,4,,413.0
1998,성동구,도시공원,어린이공원,35,,48.0
1998,성북구,도시공원,근린공원,4,3,1490.0
1998,성북구,도시공원,도시자연공원구역,,2,2438.0
1998,성북구,도시공원,어린이공원,16,,31.0
1998,성북구,자연공원(국립),자연공원(국립),,1,4700.0
1998,송파구,기타,기타,3,,2380.0
1998,송파구,도시공원,근린공원,38,,1738.0
1998,송파구,도시공원,어린이공원,71,,102.0
1998,양천구,도시공원,근린공원,16,,1026.0
1998,양천구,도시공원,도시자연공원구역,,1,1004.0
1998,양천구,도시공원,어린이공원,68,,114.0
1998,영등포구,기타,기타,2,,950.0
1998,영등포구,도시공원,근린공원,9,,438.0
1998,영등포구,도시공원,어린이공원,18,,60.0
1998,용산구,기타,기타,3,,616.0
1998,용산구,도시공원,근린공원,4,1,416.0
1998,용산구,도시공원,도시자연공원구역,,1,1432.0
1998,용산구,도시공원,어린이공원,20,,42.0
1998,은평구,기타,기타,1,,7.0
1998,은평구,도시공원,근린공원,8,1,1840.0
1998,은평구,도시공원,도시자연공원구역,2,1,3343.0
1998,은평구,도시공원,어린이공원,38,,43.0
1998,은평구,자연공원(국립),자연공원(국립),,1,9420.0
1998,종로구,기타,기타,1,,10.0
1998,종로구,도시공원,근린공원,16,,2364.0
1998,종로구,도시공원,도시자연공원구역,3,,3684.0
1998,종로구,도시공원,어린이공원,30,,70.0
1998,종로구,자연공원(국립),자연공원(국립),,1,3850.0
1998,중구,도시공원,근린공원,4,2,215.0
1998,중구,도시공원,도시자연공원구역,1,,1527.0
1998,중구,도시공원,묘지공원,1,,30.0
1998,중구,도시공원,어린이공원,23,,35.0
1998,중랑구,도시공원,근린공원,1,,1019.0
1998,중랑구,도시공원,도시자연공원구역,1,,2801.0
1998,중랑구,도시공원,문화공원,1,,833.0
1998,중랑구,도시공원,어린이공원,42,,47.0
1997,강남구,기타,기타,1,,203.0
1997,강남구,도시공원,근린공원,32,,2030.0
1997,강남구,도시공원,도시자연공원구역,1,1,2450.0
1997,강남구,도시공원,어린이공원,63,,96.0
1997,강동구,기타,기타,2,,821.0
1997,강동구,도시공원,근린공원,14,,1097.0
1997,강동구,도시공원,도시자연공원구역,1,,588.0
1997,강동구,도시공원,어린이공원,45,,66.0
1997,강북구,도시공원,근린공원,2,,1253.0
1997,강북구,도시공원,도시자연공원구역,,1,128.0
1997,강북구,도시공원,어린이공원,32,,42.0
1997,강북구,자연공원(국립),자연공원(국립),1,,11540.0
1997,강서구,기타,기타,1,,719.0
1997,강서구,도시공원,근린공원,17,,2349.0
1997,강서구,도시공원,어린이공원,103,,132.0
1997,관악구,도시공원,근린공원,3,2,397.0
1997,관악구,도시공원,도시자연공원구역,1,,10434.0
1997,관악구,도시공원,어린이공원,69,,70.0
1997,광진구,기타,기타,1,,384.0
1997,광진구,도시공원,근린공원,1,,536.0
1997,광진구,도시공원,도시자연공원구역,,1,2274.0
1997,광진구,도시공원,어린이공원,38,,38.0
1997,구로구,기타,기타,1,,27.0
1997,구로구,도시공원,근린공원,5,1,753.0
1997,구로구,도시공원,도시자연공원구역,2,,1685.0
1997,구로구,도시공원,어린이공원,20,,27.0
1997,금천구,도시공원,근린공원,1,,18.0
1997,금천구,도시공원,도시자연공원구역,,1,1955.0
1997,금천구,도시공원,어린이공원,41,,39.0
1997,노원구,기타,기타,1,,161.0
1997,노원구,도시공원,근린공원,24,,1590.0
1997,노원구,도시공원,도시자연공원구역,2,,12024.0
1997,노원구,도시공원,어린이공원,92,,166.0
1997,도봉구,도시공원,근린공원,2,1,1004.0
1997,도봉구,도시공원,어린이공원,37,,46.0
1997,도봉구,자연공원(국립),자연공원(국립),,1,9890.0
1997,동대문구,도시공원,근린공원,7,1,810.0
1997,동대문구,도시공원,어린이공원,23,,35.0
1997,동작구,기타,기타,,,113.0
1997,동작구,도시공원,근린공원,8,,1579.0
1997,동작구,도시공원,문화공원,2,,2144.0
1997,동작구,도시공원,어린이공원,26,,29.0
1997,마포구,기타,기타,2,,1610.0
1997,마포구,도시공원,근린공원,5,,220.0
1997,마포구,도시공원,문화공원,1,,13.0
1997,마포구,도시공원,어린이공원,41,,48.0
