기준년,시군구,공원종류별,상세 도시공원,공원수,중복,면적
yr,signgu,park_knd,dtl_city_park,park_cnt,dpcn,ar
2020,강남구,기타,기타,13,,1289.7
2020,강남구,도시공원,근린공원,60,,2143.5
2020,강남구,도시공원,도시자연공원구역,5,1,4065.7
2020,강남구,도시공원,문화공원,2,,38.4
2020,강남구,도시공원,소공원,16,,21.7
2020,강남구,도시공원,수변공원,2,,14.1
2020,강남구,도시공원,어린이공원,62,,99.5
2020,강남구,도시공원,역사공원,2,,96.1
2020,강동구,기타,기타,9,,542.2
2020,강동구,도시공원,근린공원,30,1,1753.9
2020,강동구,도시공원,도시자연공원구역,3,,758.2
2020,강동구,도시공원,문화공원,1,,0.8
2020,강동구,도시공원,소공원,16,,21.5
2020,강동구,도시공원,수변공원,3,,41.5
2020,강동구,도시공원,어린이공원,62,,134.0
2020,강동구,도시공원,역사공원,1,,110.2
2020,강북구,기타,기타,19,,155.9
2020,강북구,도시공원,근린공원,4,,1849.0
2020,강북구,도시공원,도시자연공원구역,1,1,412.4
2020,강북구,도시공원,문화공원,3,,22.6
2020,강북구,도시공원,소공원,12,,9.5
2020,강북구,도시공원,어린이공원,44,,76.2
2020,강북구,자연공원(국립),자연공원(국립),1,,11899.0
2020,강서구,기타,기타,12,,1084.4
2020,강서구,도시공원,가로공원,1,,2.6
2020,강서구,도시공원,근린공원,23,,2235.2
2020,강서구,도시공원,도시자연공원구역,5,,975.0
2020,강서구,도시공원,문화공원,6,,24.2
2020,강서구,도시공원,소공원,6,,5.9
2020,강서구,도시공원,어린이공원,122,,184.7
2020,관악구,기타,기타,12,,6.5
2020,관악구,도시공원,근린공원,5,2,1858.8
2020,관악구,도시공원,도시자연공원구역,3,1,10418.5
2020,관악구,도시공원,문화공원,1,,4.3
2020,관악구,도시공원,소공원,17,,22.6
2020,관악구,도시공원,수변공원,4,,33.5
2020,관악구,도시공원,어린이공원,71,,87.2
2020,광진구,기타,기타,17,1,465.8
2020,광진구,도시공원,근린공원,1,1,837.7
2020,광진구,도시공원,도시자연공원구역,1,,2097.5
2020,광진구,도시공원,소공원,9,,11.0
2020,광진구,도시공원,어린이공원,35,,39.0
2020,구로구,기타,기타,40,,321.7
2020,구로구,도시공원,가로공원,2,,7.2
2020,구로구,도시공원,근린공원,16,2,1205.4
2020,구로구,도시공원,도시자연공원구역,6,,2003.1
2020,구로구,도시공원,문화공원,3,,14.4
2020,구로구,도시공원,소공원,14,,23.5
2020,구로구,도시공원,어린이공원,26,,53.3
2020,구로구,도시공원,체육공원,1,,12.8
2020,금천구,기타,기타,8,,164.0
2020,금천구,도시공원,근린공원,2,1,335.8
2020,금천구,도시공원,도시자연공원구역,,1,2210.6
2020,금천구,도시공원,문화공원,2,,17.3
2020,금천구,도시공원,소공원,2,,5.2
2020,금천구,도시공원,어린이공원,41,,41.4
2020,노원구,기타,기타,52,,335.1
2020,노원구,도시공원,근린공원,26,1,1272.9
2020,노원구,도시공원,도시자연공원구역,4,,12798.8
2020,노원구,도시공원,문화공원,6,,89.1
2020,노원구,도시공원,소공원,6,,8.1
2020,노원구,도시공원,어린이공원,93,,170.6
2020,노원구,도시공원,체육공원,1,,67.1
2020,도봉구,기타,기타,28,,207.2
2020,도봉구,도시공원,근린공원,3,,755.1
2020,도봉구,도시공원,도시자연공원구역,1,1,335.3
2020,도봉구,도시공원,생태공원,1,,51.1
2020,도봉구,도시공원,소공원,7,,9.7
2020,도봉구,도시공원,어린이공원,39,,49.2
2020,도봉구,도시공원,체육공원,1,,49.8
2020,도봉구,자연공원(국립),자연공원(국립),,1,8703.0
2020,동대문구,기타,기타,16,,241.1
2020,동대문구,도시공원,가로공원,2,,5.8
2020,동대문구,도시공원,근린공원,11,1,750.0
2020,동대문구,도시공원,도시자연공원구역,1,1,96.5
2020,동대문구,도시공원,문화공원,1,,2.7
2020,동대문구,도시공원,소공원,26,,49.5
2020,동대문구,도시공원,어린이공원,38,,69.7
2020,동대문구,도시공원,역사공원,1,,3.9
2020,동작구,기타,기타,16,1,236.2
2020,동작구,도시공원,근린공원,9,,2001.1
2020,동작구,도시공원,도시자연공원구역,3,,568.2
2020,동작구,도시공원,묘지공원,1,,1404.0
2020,동작구,도시공원,문화공원,2,,5.5
2020,동작구,도시공원,소공원,21,,22.4
2020,동작구,도시공원,어린이공원,33,,43.6
2020,동작구,도시공원,역사공원,1,,47.8
2020,마포구,기타,기타,43,,1313.0
2020,마포구,도시공원,근린공원,11,,2822.8
2020,마포구,도시공원,도시자연공원구역,3,,164.5
2020,마포구,도시공원,묘지공원,1,,13.2
2020,마포구,도시공원,문화공원,9,,127.7
2020,마포구,도시공원,소공원,23,,33.1
2020,마포구,도시공원,어린이공원,52,,86.3
2020,마포구,도시공원,역사공원,1,,4.8
2020,서대문구,기타,기타,41,,20.5
2020,서대문구,도시공원,근린공원,9,2,1038.7
2020,서대문구,도시공원,도시자연공원구역,3,2,3661.1
2020,서대문구,도시공원,문화공원,4,,13.9
2020,서대문구,도시공원,소공원,22,,21.3
2020,서대문구,도시공원,어린이공원,44,,108.6
2020,서대문구,자연공원(국립),자연공원(국립),,1,218.0
2020,서울대공원,도시공원,근린공원,1,,6670.0
2020,서초구,기타,기타,26,,806.8
2020,서초구,도시공원,근린공원,31,,1436.3
2020,서초구,도시공원,도시자연공원구역,6,1,12337.2
2020,서초구,도시공원,묘지공원,1,,127.8
2020,서초구,도시공원,소공원,25,,54.2
2020,서초구,도시공원,수변공원,3,,132.1
2020,서초구,도시공원,어린이공원,88,,157.2
2020,서초구,도시공원,체육공원,1,,20.9
2020,성동구,기타,기타,22,,1843.0
2020,성동구,도시공원,가로공원,3,,8.8
2020,성동구,도시공원,근린공원,10,1,983.9
2020,성동구,도시공원,도시자연공원구역,1,,72.6
2020,성동구,도시공원,문화공원,2,,90.4
2020,성동구,도시공원,소공원,16,,16.6
2020,성동구,도시공원,어린이공원,32,,55.8
2020,성동구,도시공원,체육공원,1,,2.8
2020,성북구,기타,기타,49,,56.6
2020,성북구,도시공원,근린공원,11,5,1545.7
2020,성북구,도시공원,도시자연공원구역,5,3,2899.3
2020,성북구,도시공원,문화공원,4,,14.1
2020,성북구,도시공원,소공원,27,,29.9
2020,성북구,도시공원,수변공원,1,,1.8
2020,성북구,도시공원,어린이공원,37,,93.1
2020,성북구,도시공원,역사공원,1,,2.8
2020,성북구,자연공원(국립),자연공원(국립),,1,3864.0
2020,송파구,기타,기타,13,1,2674.3
2020,송파구,도시공원,근린공원,54,,1775.9
2020,송파구,도시공원,도시자연공원구역,1,,44.4
2020,송파구,도시공원,소공원,14,,43.5
2020,송파구,도시공원,수변공원,1,,4.3
2020,송파구,도시공원,어린이공원,88,,153.6
2020,송파구,도시공원,역사공원,2,,75.4
2020,양천구,기타,기타,18,,422.6
2020,양천구,도시공원,근린공원,19,,1418.7
2020,양천구,도시공원,도시자연공원구역,,1,837.3
2020,양천구,도시공원,문화공원,1,,216.7
2020,양천구,도시공원,소공원,11,,25.3
2020,양천구,도시공원,어린이공원,74,,129.1
2020,영등포구,기타,기타,34,,2344.8
2020,영등포구,도시공원,근린공원,11,,520.1
2020,영등포구,도시공원,도시자연공원구역,1,,2.2
2020,영등포구,도시공원,문화공원,2,,6.6
2020,영등포구,도시공원,소공원,31,,46.6
2020,영등포구,도시공원,어린이공원,29,,86.1
2020,영등포구,도시공원,역사공원,1,,3.0
2020,용산구,기타,기타,39,,1016.4
2020,용산구,도시공원,가로공원,2,,3.5
2020,용산구,도시공원,근린공원,7,2,555.2
2020,용산구,도시공원,도시자연공원구역,,1,54.9
2020,용산구,도시공원,문화공원,6,,39.5
2020,용산구,도시공원,소공원,28,,48.7
2020,용산구,도시공원,어린이공원,23,,41.3
2020,용산구,도시공원,역사공원,3,,17.5
2020,은평구,기타,기타,33,,105.2
2020,은평구,도시공원,근린공원,26,2,1997.5
2020,은평구,도시공원,도시자연공원구역,9,2,4406.4
2020,은평구,도시공원,문화공원,3,,65.3
2020,은평구,도시공원,소공원,23,,46.0
2020,은평구,도시공원,어린이공원,45,,82.5
2020,은평구,자연공원(국립),자연공원(국립),,1,7663.0
2020,종로구,기타,기타,36,,123.9
2020,종로구,도시공원,근린공원,23,2,2765.1
2020,종로구,도시공원,도시자연공원구역,3,2,3316.0
2020,종로구,도시공원,문화공원,3,,9.6
2020,종로구,도시공원,소공원,16,,21.9
2020,종로구,도시공원,어린이공원,20,,55.0
2020,종로구,도시공원,역사공원,4,,113.0
2020,종로구,자연공원(국립),자연공원(국립),,1,4998.0
2020,중구,기타,기타,14,,72.5
2020,중구,도시공원,근린공원,6,2,1171.7
2020,중구,도시공원,도시자연공원구역,1,1,1791.0
2020,중구,도시공원,문화공원,3,,5.8
2020,중구,도시공원,소공원,29,,27.1
2020,중구,도시공원,어린이공원,16,,31.6
2020,중구,도시공원,역사공원,5,,34.4
2020,중구,도시공원,체육공원,1,,29.7
2020,중랑구,기타,기타,37,,182.7
2020,중랑구,도시공원,근린공원,10,,1479.4
2020,중랑구,도시공원,도시자연공원구역,2,1,2895.9
2020,중랑구,도시공원,묘지공원,1,,354.7
2020,중랑구,도시공원,소공원,9,,18.6
2020,중랑구,도시공원,어린이공원,43,,59.0
2019,강남구,기타,기타,13,,1289.7
2019,강남구,도시공원,근린공원,59,,2582.8
2019,강남구,도시공원,도시자연공원구역,,2,2449.8
2019,강남구,도시공원,소공원,16,,28.4
2019,강남구,도시공원,수변공원,2,,14.1
2019,강남구,도시공원,어린이공원,62,,99.5
2019,강남구,도시공원,역사공원,2,,96.1
2019,강남구,도시공원,체육공원,1,,34.0
2019,강동구,기타,기타,9,,542.2
2019,강동구,도시공원,근린공원,30,,1805.8
2019,강동구,도시공원,도시자연공원구역,1,1,713.4
2019,강동구,도시공원,소공원,17,,22.0
2019,강동구,도시공원,수변공원,3,,41.5
2019,강동구,도시공원,어린이공원,62,,133.8
2019,강동구,도시공원,역사공원,1,,110.2
2019,강동구,도시공원,체육공원,1,,0.8
2019,강북구,기타,기타,19,,155.9
2019,강북구,도시공원,근린공원,3,,2049.7
2019,강북구,도시공원,도시자연공원구역,,1,129.4
2019,강북구,도시공원,소공원,12,,9.5
2019,강북구,도시공원,어린이공원,44,,76.2
2019,강북구,도시공원,체육공원,3,,22.6
2019,강북구,자연공원(국립),자연공원(국립),1,,11899.0
2019,강서구,기타,기타,12,,1084.4
2019,강서구,도시공원,가로공원,1,,2.6
2019,강서구,도시공원,근린공원,23,,3068.5
2019,강서구,도시공원,소공원,6,,5.9
2019,강서구,도시공원,어린이공원,122,,184.7
2019,강서구,도시공원,체육공원,6,,24.2
2019,관악구,기타,기타,12,,6.5
2019,관악구,도시공원,근린공원,4,2,401.9
2019,관악구,도시공원,도시자연공원구역,1,,10420.8
2019,관악구,도시공원,소공원,17,,22.6
2019,관악구,도시공원,수변공원,4,,33.5
2019,관악구,도시공원,어린이공원,71,,87.2
2019,관악구,도시공원,체육공원,1,,4.3
2019,광진구,기타,기타,16,1,447.1
2019,광진구,도시공원,근린공원,1,,560.6
2019,광진구,도시공원,도시자연공원구역,,1,2307.1
2019,광진구,도시공원,소공원,8,,9.7
2019,광진구,도시공원,어린이공원,35,,39.0
2019,구로구,기타,기타,40,,321.7
2019,구로구,도시공원,가로공원,2,,7.2
2019,구로구,도시공원,근린공원,16,1,1217.8
2019,구로구,도시공원,도시자연공원구역,2,,1685.4
2019,구로구,도시공원,묘지공원,1,,12.8
2019,구로구,도시공원,소공원,14,,23.5
2019,구로구,도시공원,어린이공원,26,,53.3
2019,구로구,도시공원,체육공원,3,,14.4
2019,금천구,기타,기타,8,,164.0
2019,금천구,도시공원,근린공원,2,,22.8
2019,금천구,도시공원,도시자연공원구역,,1,1955.4
2019,금천구,도시공원,소공원,2,,5.2
2019,금천구,도시공원,어린이공원,41,,41.4
2019,금천구,도시공원,체육공원,2,,17.3
2019,노원구,기타,기타,53,,496.3
2019,노원구,도시공원,근린공원,25,,1535.6
2019,노원구,도시공원,도시자연공원구역,2,,12024.3
2019,노원구,도시공원,묘지공원,1,,67.1
2019,노원구,도시공원,소공원,3,,4.1
2019,노원구,도시공원,어린이공원,92,,168.1
2019,노원구,도시공원,체육공원,5,,48.8
2019,도봉구,기타,기타,29,,208.5
2019,도봉구,도시공원,근린공원,2,1,1003.6
2019,도봉구,도시공원,묘지공원,1,,49.8
2019,도봉구,도시공원,생태공원,1,,51.1
2019,도봉구,도시공원,소공원,7,,9.7
2019,도봉구,도시공원,어린이공원,39,,49.2
2019,도봉구,자연공원(국립),자연공원(국립),,1,8703.0
2019,동대문구,기타,기타,16,,242.1
2019,동대문구,도시공원,가로공원,2,,5.9
2019,동대문구,도시공원,근린공원,11,1,901.2
2019,동대문구,도시공원,소공원,23,,40.5
2019,동대문구,도시공원,어린이공원,42,,81.6
2019,동대문구,도시공원,역사공원,1,,3.9
2019,동작구,기타,기타,15,1,194.0
2019,동작구,도시공원,근린공원,10,,2863.8
2019,동작구,도시공원,문화공원,1,,1404.0
2019,동작구,도시공원,소공원,18,,19.4
2019,동작구,도시공원,어린이공원,32,,42.9
2019,동작구,도시공원,역사공원,1,,47.8
2019,동작구,도시공원,체육공원,1,,12.2
2019,마포구,기타,기타,44,,1313.2
2019,마포구,도시공원,근린공원,11,,2860.4
2019,마포구,도시공원,문화공원,1,,13.2
2019,마포구,도시공원,소공원,22,,32.6
2019,마포구,도시공원,어린이공원,54,,88.2
2019,마포구,도시공원,역사공원,1,,4.8
2019,마포구,도시공원,체육공원,9,,127.7
2019,서대문구,기타,기타,41,,20.5
2019,서대문구,도시공원,근린공원,8,,1322.2
2019,서대문구,도시공원,도시자연공원구역,1,2,3449.5
2019,서대문구,도시공원,소공원,21,,15.8
2019,서대문구,도시공원,어린이공원,43,,103.4
2019,서대문구,도시공원,체육공원,4,,13.9
2019,서대문구,자연공원(국립),자연공원(국립),,1,218.0
2019,서울대공원,도시공원,근린공원,1,,6670.0
2019,서초구,기타,기타,26,,806.8
2019,서초구,도시공원,근린공원,28,,1757.4
2016,중구,기타,기타,11,,49.6
2019,서초구,도시공원,도시자연공원구역,6,,13026.3
2019,서초구,도시공원,묘지공원,1,,20.9
2019,서초구,도시공원,문화공원,1,,127.8
2019,서초구,도시공원,소공원,25,,54.2
2019,서초구,도시공원,수변공원,3,,132.1
2019,서초구,도시공원,어린이공원,87,,155.4
2019,성동구,기타,기타,22,,1843.0
2019,성동구,도시공원,가로공원,3,,8.8
2019,성동구,도시공원,근린공원,10,1,1082.7
2019,성동구,도시공원,묘지공원,1,,2.8
2019,성동구,도시공원,소공원,16,,16.6
2019,성동구,도시공원,어린이공원,32,,55.8
2019,성동구,도시공원,체육공원,2,,90.4
2019,성북구,기타,기타,53,,58.4
2019,성북구,도시공원,근린공원,11,3,1993.8
2019,성북구,도시공원,도시자연공원구역,1,1,2276.2
2019,성북구,도시공원,소공원,27,,29.9
2019,성북구,도시공원,수변공원,1,,1.8
2019,성북구,도시공원,어린이공원,36,,91.6
2019,성북구,도시공원,역사공원,1,,2.8
2019,성북구,도시공원,체육공원,3,,10.9
2019,성북구,자연공원(국립),자연공원(국립),,1,3864.0
2019,송파구,기타,기타,13,1,2607.2
2019,송파구,도시공원,근린공원,55,,1774.8
2019,송파구,도시공원,소공원,11,,31.6
2019,송파구,도시공원,수변공원,1,,4.3
2019,송파구,도시공원,어린이공원,87,,151.5
2019,송파구,도시공원,역사공원,2,,75.4
2019,양천구,기타,기타,18,,422.6
2019,양천구,도시공원,근린공원,18,,1115.9
2019,양천구,도시공원,도시자연공원구역,,1,1003.5
2019,양천구,도시공원,소공원,10,,23.1
2019,양천구,도시공원,어린이공원,74,,129.1
2019,양천구,도시공원,체육공원,1,,217.9
2019,영등포구,기타,기타,34,,2344.8
2019,영등포구,도시공원,근린공원,11,,563.3
2019,영등포구,도시공원,소공원,31,,46.6
2019,영등포구,도시공원,어린이공원,29,,86.1
2019,영등포구,도시공원,역사공원,1,,3.0
2019,영등포구,도시공원,체육공원,2,,6.6
2019,용산구,기타,기타,39,,1016.4
2019,용산구,도시공원,가로공원,2,,3.5
2019,용산구,도시공원,근린공원,7,1,607.3
2019,용산구,도시공원,소공원,30,,53.7
2019,용산구,도시공원,어린이공원,23,,41.6
2019,용산구,도시공원,역사공원,3,,17.5
2019,용산구,도시공원,체육공원,6,,39.5
2019,은평구,기타,기타,33,,105.2
2019,은평구,도시공원,근린공원,24,1,2690.4
2019,은평구,도시공원,도시자연공원구역,2,1,3340.3
2019,은평구,도시공원,소공원,23,,45.8
2019,은평구,도시공원,어린이공원,45,,81.5
2019,은평구,도시공원,체육공원,3,,65.3
2019,은평구,자연공원(국립),자연공원(국립),,1,7663.0
2019,종로구,기타,기타,37,,125.1
2019,종로구,도시공원,근린공원,22,,2497.5
2019,종로구,도시공원,도시자연공원구역,2,1,3734.1
2019,종로구,도시공원,소공원,16,,22.0
2019,종로구,도시공원,어린이공원,24,,60.5
2019,종로구,도시공원,역사공원,2,,109.4
2019,종로구,도시공원,체육공원,3,,9.6
2019,종로구,자연공원(국립),자연공원(국립),,1,4998.0
2019,중구,기타,기타,14,,72.5
2019,중구,도시공원,근린공원,6,2,1176.7
2019,중구,도시공원,도시자연공원구역,1,,1785.1
2019,중구,도시공원,묘지공원,1,,29.7
2019,중구,도시공원,소공원,28,,25.4
2019,중구,도시공원,어린이공원,16,,33.6
2019,중구,도시공원,역사공원,4,,26.3
2019,중구,도시공원,체육공원,3,,5.8
2019,중랑구,기타,기타,37,,182.7
2019,중랑구,도시공원,근린공원,9,,1311.6
2019,중랑구,도시공원,도시자연공원구역,1,,2800.6
2019,중랑구,도시공원,문화공원,1,,832.8
2019,중랑구,도시공원,소공원,9,,18.6
2019,중랑구,도시공원,어린이공원,44,,59.0
2018,강남구,기타,기타,13,,1289.7
2018,강남구,도시공원,근린공원,59,,2580.2
2018,강남구,도시공원,도시자연공원구역,,2,2449.8
2018,강남구,도시공원,소공원,16,,28.4
2018,강남구,도시공원,수변공원,2,,14.1
2018,강남구,도시공원,어린이공원,62,,99.5
2018,강남구,도시공원,역사공원,2,,96.1
2018,강남구,도시공원,체육공원,1,,34.0
2018,강동구,기타,기타,9,,542.2
2018,강동구,도시공원,근린공원,30,,1805.7
2018,강동구,도시공원,도시자연공원구역,1,1,713.4
2018,강동구,도시공원,소공원,17,,22.3
2018,강동구,도시공원,수변공원,3,,41.5
2018,강동구,도시공원,어린이공원,62,,133.8
2018,강동구,도시공원,역사공원,1,,110.2
2018,강동구,도시공원,체육공원,1,,0.8
2018,강북구,기타,기타,19,,155.9
2018,강북구,도시공원,근린공원,3,,2049.7
2018,강북구,도시공원,도시자연공원구역,,1,129.4
2018,강북구,도시공원,소공원,13,,10.3
2018,강북구,도시공원,어린이공원,44,,76.2
2018,강북구,도시공원,체육공원,4,,26.2
2018,강북구,자연공원(국립),자연공원(국립),1,,11899.0
2018,강서구,기타,기타,12,,1084.4
2018,강서구,도시공원,근린공원,22,,3031.4
2018,강서구,도시공원,소공원,4,,3.0
2018,강서구,도시공원,어린이공원,123,,186.3
2018,강서구,도시공원,체육공원,6,,24.2
2018,관악구,기타,기타,12,,6.5
2018,관악구,도시공원,근린공원,4,2,401.9
2018,관악구,도시공원,도시자연공원구역,1,,10420.8
2018,관악구,도시공원,소공원,17,,22.8
2018,관악구,도시공원,수변공원,4,,33.5
2018,관악구,도시공원,어린이공원,71,,87.3
2018,관악구,도시공원,체육공원,1,,4.3
2018,광진구,기타,기타,15,1,446.6
2018,광진구,도시공원,근린공원,1,,560.6
2018,광진구,도시공원,도시자연공원구역,,1,2307.1
2018,광진구,도시공원,소공원,8,,9.7
2018,광진구,도시공원,어린이공원,35,,39.0
2018,구로구,기타,기타,40,,321.7
2018,구로구,도시공원,가로공원,2,,7.3
2018,구로구,도시공원,근린공원,16,1,1215.3
2018,구로구,도시공원,도시자연공원구역,2,,1685.4
2018,구로구,도시공원,묘지공원,1,,12.8
2018,구로구,도시공원,소공원,12,,21.5
2018,구로구,도시공원,어린이공원,25,,49.0
2018,구로구,도시공원,체육공원,3,,14.5
2018,금천구,기타,기타,8,,164.0
2018,금천구,도시공원,근린공원,2,,22.8
2018,금천구,도시공원,도시자연공원구역,,1,1955.4
2018,금천구,도시공원,소공원,2,,5.2
2018,금천구,도시공원,어린이공원,41,,41.4
2018,금천구,도시공원,체육공원,2,,17.3
2018,노원구,기타,기타,52,,487.4
2018,노원구,도시공원,근린공원,25,,1535.9
2018,노원구,도시공원,도시자연공원구역,2,,12024.3
2018,노원구,도시공원,묘지공원,1,,67.1
2018,노원구,도시공원,소공원,3,,4.1
2018,노원구,도시공원,어린이공원,93,,170.0
2018,노원구,도시공원,체육공원,5,,48.8
2018,도봉구,기타,기타,29,,208.5
2018,도봉구,도시공원,근린공원,2,1,1003.6
2018,도봉구,도시공원,묘지공원,1,,49.8
2018,도봉구,도시공원,생태공원,1,,51.5
2018,도봉구,도시공원,소공원,7,,9.7
2018,도봉구,도시공원,어린이공원,39,,49.2
2018,도봉구,자연공원(국립),자연공원(국립),,1,8703.0
2018,동대문구,기타,기타,16,,242.1
2018,동대문구,도시공원,가로공원,2,,5.9
2018,동대문구,도시공원,근린공원,12,1,913.1
2018,동대문구,도시공원,소공원,22,,30.5
2018,동대문구,도시공원,어린이공원,42,,80.4
2018,동대문구,도시공원,역사공원,1,,3.9
2018,동작구,기타,기타,16,1,194.0
2018,동작구,도시공원,근린공원,10,,2866.6
2018,동작구,도시공원,문화공원,1,,1404.0
2018,동작구,도시공원,소공원,20,,20.5
2018,동작구,도시공원,어린이공원,33,,40.1
2018,동작구,도시공원,역사공원,1,,47.8
2018,동작구,도시공원,체육공원,1,,12.2
2018,마포구,기타,기타,44,,1313.2
2018,마포구,도시공원,근린공원,11,,2859.7
2018,마포구,도시공원,문화공원,1,,13.2
2018,마포구,도시공원,소공원,22,,32.6
2018,마포구,도시공원,어린이공원,54,,88.8
2018,마포구,도시공원,역사공원,1,,4.8
2018,마포구,도시공원,체육공원,9,,127.7
2018,서대문구,기타,기타,40,,19.9
2018,서대문구,도시공원,근린공원,8,1,1322.2
2018,서대문구,도시공원,도시자연공원구역,1,2,3449.5
2018,서대문구,도시공원,소공원,21,,15.8
2018,서대문구,도시공원,어린이공원,45,,99.4
2018,서대문구,도시공원,체육공원,3,,11.3
2018,서대문구,자연공원(국립),자연공원(국립),,1,218.0
2018,서울대공원,도시공원,근린공원,1,,6670.0
2018,서초구,기타,기타,28,,805.8
2018,서초구,도시공원,근린공원,28,,1757.4
2018,서초구,도시공원,도시자연공원구역,6,,13026.3
2018,서초구,도시공원,묘지공원,1,,20.9
2018,서초구,도시공원,문화공원,1,,127.8
2018,서초구,도시공원,소공원,16,,27.8
2018,서초구,도시공원,수변공원,3,,132.1
2018,서초구,도시공원,어린이공원,82,,138.2
2018,성동구,기타,기타,21,,1841.4
2018,성동구,도시공원,가로공원,3,,8.8
2018,성동구,도시공원,근린공원,10,1,1082.7
2018,성동구,도시공원,묘지공원,1,,2.8
2018,성동구,도시공원,소공원,16,,16.6
2018,성동구,도시공원,어린이공원,32,,55.8
2018,성동구,도시공원,체육공원,2,,94.0
2018,성북구,기타,기타,53,,58.4
2018,성북구,도시공원,근린공원,9,3,2006.2
2018,성북구,도시공원,도시자연공원구역,1,1,2276.2
2018,성북구,도시공원,소공원,21,,23.6
2018,성북구,도시공원,수변공원,1,,1.8
2018,성북구,도시공원,어린이공원,39,,101.4
2018,성북구,도시공원,체육공원,3,,10.9
2018,성북구,자연공원(국립),자연공원(국립),,1,3864.0
2018,송파구,기타,기타,13,1,2607.9
2018,송파구,도시공원,근린공원,55,,1774.8
2018,송파구,도시공원,소공원,10,,28.2
2018,송파구,도시공원,수변공원,1,,4.3
2018,송파구,도시공원,어린이공원,87,,151.5
2018,송파구,도시공원,역사공원,2,,75.4
2018,양천구,기타,기타,18,,422.6
2018,양천구,도시공원,근린공원,18,,1115.9
2018,양천구,도시공원,도시자연공원구역,,1,1003.5
2018,양천구,도시공원,소공원,10,,23.1
2018,양천구,도시공원,어린이공원,73,,126.9
2018,양천구,도시공원,체육공원,1,,217.9
2018,영등포구,기타,기타,35,,2345.0
2018,영등포구,도시공원,근린공원,13,,583.2
2018,영등포구,도시공원,소공원,43,,60.4
2018,영등포구,도시공원,어린이공원,32,,98.5
2018,영등포구,도시공원,역사공원,1,,3.0
2018,영등포구,도시공원,체육공원,1,,1.1
2018,용산구,기타,기타,38,,1013.9
2018,용산구,도시공원,가로공원,2,,3.5
2018,용산구,도시공원,근린공원,7,1,607.2
2018,용산구,도시공원,소공원,28,,41.0
2018,용산구,도시공원,어린이공원,23,,45.1
2018,용산구,도시공원,역사공원,3,,23.9
2018,용산구,도시공원,체육공원,2,,61.0
2018,은평구,기타,기타,35,,106.0
2018,은평구,도시공원,근린공원,24,1,2690.4
2018,은평구,도시공원,도시자연공원구역,2,1,3340.3
2018,은평구,도시공원,소공원,23,,41.1
2018,은평구,도시공원,어린이공원,46,,91.8
2018,은평구,도시공원,체육공원,3,,65.3
2018,은평구,자연공원(국립),자연공원(국립),,1,7663.0
2018,종로구,기타,기타,39,,125.3
2018,종로구,도시공원,근린공원,22,,2497.0
2018,종로구,도시공원,도시자연공원구역,2,1,3734.1
2018,종로구,도시공원,소공원,16,,22.0
2018,종로구,도시공원,어린이공원,24,,60.5
2018,종로구,도시공원,역사공원,2,,109.4
2018,종로구,도시공원,체육공원,3,,9.6
2018,종로구,자연공원(국립),자연공원(국립),,1,4998.0
2018,중구,기타,기타,11,,49.6
2018,중구,도시공원,근린공원,6,2,1176.7
2018,중구,도시공원,도시자연공원구역,1,,1785.1
2018,중구,도시공원,묘지공원,1,,29.7
2018,중구,도시공원,소공원,28,,25.2
2018,중구,도시공원,어린이공원,16,,33.7
2018,중구,도시공원,역사공원,4,,26.2
2018,중구,도시공원,체육공원,3,,5.8
2018,중랑구,기타,기타,37,,182.7
2018,중랑구,도시공원,근린공원,9,,1311.6
2018,중랑구,도시공원,도시자연공원구역,1,,2800.6
2018,중랑구,도시공원,문화공원,1,,832.8
2018,중랑구,도시공원,소공원,9,,18.6
2018,중랑구,도시공원,어린이공원,45,,60.0
2017,강남구,기타,기타,13,,1289.7
2017,강남구,도시공원,근린공원,59,,2580.2
2017,강남구,도시공원,도시자연공원구역,,2,2449.8
2017,강남구,도시공원,소공원,16,,28.4
2017,강남구,도시공원,수변공원,2,,14.1
2017,강남구,도시공원,어린이공원,62,,99.5
2017,강남구,도시공원,역사공원,2,,96.1
2017,강남구,도시공원,체육공원,1,,34.0
2017,강동구,기타,기타,9,,542.2
2017,강동구,도시공원,근린공원,30,,1820.4
2017,강동구,도시공원,도시자연공원구역,1,1,713.4
2017,강동구,도시공원,소공원,17,,22.3
2017,강동구,도시공원,수변공원,3,,41.5
2017,강동구,도시공원,어린이공원,62,,133.8
2017,강동구,도시공원,역사공원,1,,110.2
2017,강동구,도시공원,체육공원,1,,0.8
2017,강북구,기타,기타,19,,158.4
2017,강북구,도시공원,근린공원,3,,2049.7
2017,강북구,도시공원,도시자연공원구역,,1,129.4
2017,강북구,도시공원,소공원,13,,10.3
2017,강북구,도시공원,어린이공원,44,,76.2
2017,강북구,도시공원,체육공원,3,,14.7
2017,강북구,자연공원(국립),자연공원(국립),1,,11899.0
2017,강서구,기타,기타,12,,1084.4
2017,강서구,도시공원,근린공원,22,,3031.4
2017,강서구,도시공원,소공원,4,,3.0
2017,강서구,도시공원,어린이공원,123,,186.3
2017,강서구,도시공원,체육공원,6,,24.2
2017,관악구,기타,기타,12,,6.5
2017,관악구,도시공원,근린공원,4,2,400.5
2017,관악구,도시공원,도시자연공원구역,1,,10420.8
2017,관악구,도시공원,소공원,17,,22.8
