자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-44055,2025.12.1 6:51,2119,중앙동 동진빌딩,0,2025.12.1 8:30,2119,중앙동 동진빌딩,0,99,3040.11,1982,M,내국인,ST-884,ST-884,일반자전거
SPB-72595,2025.12.1 8:26,2191,대학동주민센터,0,2025.12.1 8:30,2172,나들목공원,0,4,671.47,1999,M,내국인,ST-2375,ST-1267,일반자전거
SPB-44451,2025.12.1 8:23,2145,은천초등학교 육교,0,2025.12.1 8:31,2173,당곡사거리,0,8,1080.14,1987,F,내국인,ST-725,ST-1268,일반자전거
SPB-69771,2025.12.1 8:28,2189,봉천역 4번출구,0,2025.12.1 8:33,2169,봉천역 2번출구,0,4,110.0,1985,F,내국인,ST-2373,ST-1264,일반자전거
SPB-72776,2025.12.1 8:21,2170,조원동 강남힐병원,0,2025.12.1 8:39,2190,도원맨션,0,18,2400.24,1972,\N,내국인,ST-1265,ST-2374,일반자전거
SPB-73852,2025.12.1 8:35,2176,보라매공원 보도육교,0,2025.12.1 8:40,2173,당곡사거리,0,5,958.42,\N,F,내국인,ST-1357,ST-1268,일반자전거
SPB-58282,2025.12.1 8:38,2137,KT&G 관악지점,0,2025.12.1 8:40,2189,봉천역 4번출구,0,2,528.36,1982,\N,내국인,ST-723,ST-2373,일반자전거
SPB-72595,2025.12.1 8:37,2172,나들목공원,0,2025.12.1 8:41,2191,대학동주민센터,0,3,867.14,1997,\N,내국인,ST-1267,ST-2375,일반자전거
SPB-72779,2025.12.1 7:53,2186,낙성대입구삼거리,0,2025.12.1 8:42,2128,관악구청교차로,0,48,761.03,1991,M,내국인,ST-2370,ST-720,일반자전거
SPB-36524,2025.12.1 8:39,2109,은천로입구 가로공원,0,2025.12.1 8:42,2136,신림역 8번출구,0,2,751.37,1999,M,내국인,ST-882,ST-976,일반자전거
SPB-32950,2025.12.1 8:35,2137,KT&G 관악지점,0,2025.12.1 8:42,2112,서울대입구역 마에스트로,0,7,1463.1,1991,\N,내국인,ST-723,ST-715,일반자전거
SPB-44456,2025.12.1 8:39,2137,KT&G 관악지점,0,2025.12.1 8:44,2173,당곡사거리,0,4,1142.87,1981,M,내국인,ST-723,ST-1268,일반자전거
SPB-48206,2025.12.1 8:36,2148,낙성대역 3번출구 뒤,0,2025.12.1 8:44,2111,서울대입구역 1번출구,0,8,1147.52,\N,F,내국인,ST-887,ST-965,일반자전거
SPB-52793,2025.12.1 8:27,2127,난곡종점,0,2025.12.1 8:44,2110,조원동 미성아파트,0,17,2551.87,1975,M,내국인,ST-707,ST-950,일반자전거
SPB-73412,2025.12.1 8:06,2112,서울대입구역 마에스트로,0,2025.12.1 8:46,2171,서울대입구역 5번출구,0,39,747.49,1996,M,내국인,ST-715,ST-1337,일반자전거
SPB-72149,2025.12.1 8:32,2106,세이브마트,0,2025.12.1 8:46,2173,당곡사거리,0,14,2862.58,2000,M,내국인,ST-705,ST-1268,일반자전거
SPB-74504,2025.12.1 8:17,2165,JK장평타워,0,2025.12.1 8:47,2191,대학동주민센터,0,29,6018.03,1974,M,내국인,ST-1260,ST-2375,일반자전거
SPB-51176,2025.12.1 8:44,2109,은천로입구 가로공원,0,2025.12.1 8:48,2136,신림역 8번출구,0,3,610.0,1995,F,내국인,ST-882,ST-976,일반자전거
SPB-57079,2025.12.1 8:44,2108,은천치안센터,0,2025.12.1 8:48,2195,은천교회,0,4,725.88,1979,F,내국인,ST-714,ST-2379,일반자전거
SPB-69731,2025.12.1 8:46,2136,신림역 8번출구,0,2025.12.1 8:49,2174,삼성디지털프라자관악점,0,2,549.88,1987,M,내국인,ST-976,ST-1269,일반자전거
SPB-62972,2025.12.1 8:12,2173,당곡사거리,0,2025.12.1 8:49,2173,당곡사거리,0,36,1340.0,1939,M,내국인,ST-1268,ST-1268,일반자전거
SPB-31375,2025.12.1 8:47,2195,은천교회,0,2025.12.1 8:51,2189,봉천역 4번출구,0,4,644.44,2003,F,내국인,ST-2379,ST-2373,일반자전거
SPB-70788,2025.12.1 8:47,2195,은천교회,0,2025.12.1 8:51,2189,봉천역 4번출구,0,4,593.64,2003,F,내국인,ST-2379,ST-2373,일반자전거
SPB-66167,2025.12.1 8:46,2109,은천로입구 가로공원,0,2025.12.1 8:51,2189,봉천역 4번출구,0,4,580.72,\N,F,내국인,ST-882,ST-2373,일반자전거
SPB-52857,2025.12.1 8:40,2195,은천교회,0,2025.12.1 8:52,2171,서울대입구역 5번출구,0,11,1608.25,1997,F,내국인,ST-2379,ST-1337,일반자전거
SPB-33359,2025.12.1 8:46,2137,KT&G 관악지점,0,2025.12.1 8:52,2179,양녕로 입구,0,6,901.57,1965,\N,내국인,ST-723,ST-1548,일반자전거
SPB-47388,2025.12.1 8:50,2112,서울대입구역 마에스트로,0,2025.12.1 8:54,2119,중앙동 동진빌딩,0,4,482.84,2001,F,내국인,ST-715,ST-884,일반자전거
SPB-38424,2025.12.1 8:48,2102,봉림교 교통섬,0,2025.12.1 8:55,2137,KT&G 관악지점,0,7,855.34,2002,M,내국인,ST-702,ST-723,일반자전거
SPB-64092,2025.12.1 8:51,2136,신림역 8번출구,0,2025.12.1 8:56,2196,봉천역 3번출구,0,4,912.86,\N,\N,\N,ST-976,ST-2380,일반자전거
SPB-63274,2025.12.1 8:52,2187,현대시장사거리,0,2025.12.1 8:57,2171,서울대입구역 5번출구,0,5,699.5,2000,\N,내국인,ST-2371,ST-1337,일반자전거
SPB-57079,2025.12.1 8:56,2195,은천교회,0,2025.12.1 8:58,2196,봉천역 3번출구,0,1,296.95,1996,\N,내국인,ST-2379,ST-2380,일반자전거
SPB-30991,2025.12.1 8:48,2174,삼성디지털프라자관악점,0,2025.12.1 8:58,2119,중앙동 동진빌딩,0,10,2656.06,1997,M,내국인,ST-1269,ST-884,일반자전거
SPB-40170,2025.12.1 8:40,2109,은천로입구 가로공원,0,2025.12.1 8:59,2199,신봉천주유소 A,0,18,2181.38,1999,F,내국인,ST-882,ST-2383,일반자전거
SPB-33921,2025.12.1 8:58,2195,은천교회,0,2025.12.1 9:00,2196,봉천역 3번출구,0,1,385.18,\N,\N,\N,ST-2379,ST-2380,일반자전거
SPB-70228,2025.12.1 8:47,2195,은천교회,0,2025.12.1 9:01,2191,대학동주민센터,0,14,1369.47,1986,M,내국인,ST-2379,ST-2375,일반자전거
SPB-73337,2025.12.1 8:54,2112,서울대입구역 마에스트로,0,2025.12.1 9:01,2122,낙성대로 입구,0,7,987.41,2001,M,내국인,ST-715,ST-719,일반자전거
SPB-74642,2025.12.1 8:58,2184,구암초등학교 버스정류장,0,2025.12.1 9:03,2108,은천치안센터,0,4,965.76,1986,M,내국인,ST-1702,ST-714,일반자전거
SPB-31714,2025.12.1 9:04,2109,은천로입구 가로공원,0,2025.12.1 9:07,2190,도원맨션,0,3,406.53,1998,M,내국인,ST-882,ST-2374,일반자전거
SPB-35012,2025.12.1 8:57,2102,봉림교 교통섬,0,2025.12.1 9:07,2170,조원동 강남힐병원,0,9,1341.75,\N,\N,\N,ST-702,ST-1265,일반자전거
SPB-62353,2025.12.1 8:58,2190,도원맨션,0,2025.12.1 9:08,2173,당곡사거리,0,9,1399.92,2000,\N,내국인,ST-2374,ST-1268,일반자전거
SPB-32146,2025.12.1 8:58,2195,은천교회,0,2025.12.1 9:09,2108,은천치안센터,0,10,597.75,1989,M,내국인,ST-2379,ST-714,일반자전거
SPB-51176,2025.12.1 8:55,2136,신림역 8번출구,0,2025.12.1 9:11,2171,서울대입구역 5번출구,0,15,2150.0,1985,\N,내국인,ST-976,ST-1337,일반자전거
SPB-49068,2025.12.1 9:06,2195,은천교회,0,2025.12.1 9:11,2136,신림역 8번출구,0,4,318.55,1991,\N,내국인,ST-2379,ST-976,일반자전거
SPB-68967,2025.12.1 9:06,2109,은천로입구 가로공원,0,2025.12.1 9:11,2173,당곡사거리,0,5,846.2,1996,F,내국인,ST-882,ST-1268,일반자전거
SPB-58282,2025.12.1 9:10,2189,봉천역 4번출구,0,2025.12.1 9:14,2109,은천로입구 가로공원,0,4,735.5,1988,\N,내국인,ST-2373,ST-882,일반자전거
SPB-55774,2025.12.1 9:08,2109,은천로입구 가로공원,0,2025.12.1 9:15,2173,당곡사거리,0,6,1152.01,1997,,내국인,ST-882,ST-1268,일반자전거
SPB-73412,2025.12.1 8:50,2171,서울대입구역 5번출구,0,2025.12.1 9:16,2173,당곡사거리,0,25,2698.4,1981,F,내국인,ST-1337,ST-1268,일반자전거
SPB-48209,2025.12.1 5:03,2191,대학동주민센터,0,2025.12.1 9:18,2191,대학동주민센터,0,255,0.13,2000,M,내국인,ST-2375,ST-2375,일반자전거
SPB-63836,2025.12.1 9:04,2109,은천로입구 가로공원,0,2025.12.1 9:18,2198,사랑의병원,0,14,2100.94,1988,F,내국인,ST-882,ST-2382,일반자전거
SPB-67904,2025.12.1 9:03,2187,현대시장사거리,0,2025.12.1 9:19,2173,당곡사거리,0,16,2430.0,1988,\N,내국인,ST-2371,ST-1268,일반자전거
SPB-74002,2025.12.1 9:07,2171,서울대입구역 5번출구,0,2025.12.1 9:20,2175,신림동걷고싶은문화의거리입구,0,12,2452.06,1972,M,내국인,ST-1337,ST-1270,일반자전거
SPB-72746,2025.12.1 9:17,2187,현대시장사거리,0,2025.12.1 9:21,2171,서울대입구역 5번출구,0,4,918.08,2000,M,내국인,ST-2371,ST-1337,일반자전거
SPB-61273,2025.12.1 8:31,2169,봉천역 2번출구,0,2025.12.1 9:22,2169,봉천역 2번출구,0,50,945.09,\N,F,내국인,ST-1264,ST-1264,일반자전거
SPB-58655,2025.12.1 9:21,2191,대학동주민센터,0,2025.12.1 9:24,2185,대학동 고시촌,0,2,176.5,1997,\N,내국인,ST-2375,ST-1757,일반자전거
SPB-70880,2025.12.1 9:16,2102,봉림교 교통섬,0,2025.12.1 9:24,2136,신림역 8번출구,0,7,1047.23,1994,M,내국인,ST-702,ST-976,일반자전거
SPB-63904,2025.12.1 9:19,2116,에이스에이존빌딩,0,2025.12.1 9:25,2169,봉천역 2번출구,0,5,802.24,1995,\N,내국인,ST-717,ST-1264,일반자전거
SPB-54671,2025.12.1 9:24,2137,KT&G 관악지점,0,2025.12.1 9:26,2164,관악우체국,0,2,239.26,1999,M,내국인,ST-723,ST-1259,일반자전거
SPB-54671,2025.12.1 9:29,2164,관악우체국,0,2025.12.1 9:31,2136,신림역 8번출구,0,1,0.0,\N,\N,내국인,ST-1259,ST-976,일반자전거
SPB-58282,2025.12.1 9:30,2109,은천로입구 가로공원,0,2025.12.1 9:34,2108,은천치안센터,0,4,725.88,\N,M,내국인,ST-882,ST-714,일반자전거
SPB-83685,2025.12.1 9:28,2137,KT&G 관악지점,99,2025.12.1 9:36,2102,봉림교 교통섬,99,7,1380.0,1971,F,내국인,ST-723,ST-702,새싹자전거
SPB-66574,2025.12.1 9:28,2187,현대시장사거리,0,2025.12.1 9:36,2171,서울대입구역 5번출구,0,8,941.03,1969,M,내국인,ST-2371,ST-1337,일반자전거
SPB-60031,2025.12.1 9:31,2102,봉림교 교통섬,0,2025.12.1 9:37,2195,은천교회,0,5,670.0,1973,F,내국인,ST-702,ST-2379,일반자전거
SPB-39467,2025.12.1 9:32,2170,조원동 강남힐병원,0,2025.12.1 9:37,2110,조원동 미성아파트,0,5,353.07,1991,F,내국인,ST-1265,ST-950,일반자전거
SPB-83144,2025.12.1 9:37,2109,은천로입구 가로공원,99,2025.12.1 9:41,2136,신림역 8번출구,99,3,540.26,\N,F,내국인,ST-882,ST-976,새싹자전거
SPB-64357,2025.12.1 9:38,2109,은천로입구 가로공원,0,2025.12.1 9:41,2189,봉천역 4번출구,0,3,660.0,1996,F,내국인,ST-882,ST-2373,일반자전거
SPB-43241,2025.12.1 9:32,2109,은천로입구 가로공원,0,2025.12.1 9:44,2140,신림1교 교차로,0,11,1258.89,\N,F,내국인,ST-882,ST-724,일반자전거
SPB-43837,2025.12.1 9:35,2199,신봉천주유소 A,0,2025.12.1 9:45,2189,봉천역 4번출구,0,10,1587.71,1988,F,내국인,ST-2383,ST-2373,일반자전거
SPB-55217,2025.12.1 9:35,2109,은천로입구 가로공원,0,2025.12.1 9:46,2171,서울대입구역 5번출구,0,10,1519.23,1996,M,내국인,ST-882,ST-1337,일반자전거
SPB-57058,2025.12.1 9:46,2109,은천로입구 가로공원,0,2025.12.1 9:51,2169,봉천역 2번출구,0,5,780.0,1995,M,내국인,ST-882,ST-1264,일반자전거
SPB-62035,2025.12.1 9:36,2102,봉림교 교통섬,0,2025.12.1 9:53,2106,세이브마트,0,16,2026.1,1976,M,내국인,ST-702,ST-705,일반자전거
SPB-70880,2025.12.1 9:51,2136,신림역 8번출구,0,2025.12.1 9:54,2109,은천로입구 가로공원,0,3,527.0,2000,F,내국인,ST-976,ST-882,일반자전거
SPB-52174,2025.12.1 9:50,2178,서울대학교 정문,0,2025.12.1 9:55,2143,서울산업정보학교,0,4,634.49,1995,\N,내국인,ST-1547,ST-886,일반자전거
SPB-44055,2025.12.1 9:54,2119,중앙동 동진빌딩,0,2025.12.1 9:57,2171,서울대입구역 5번출구,0,3,337.74,1998,\N,내국인,ST-884,ST-1337,일반자전거
SPB-31705,2025.12.1 9:52,2108,은천치안센터,0,2025.12.1 9:58,2164,관악우체국,0,6,1057.35,2003,M,내국인,ST-714,ST-1259,일반자전거
SPB-74002,2025.12.1 9:44,2175,신림동걷고싶은문화의거리입구,0,2025.12.1 10:01,2191,대학동주민센터,0,17,2599.45,1998,M,내국인,ST-1270,ST-2375,일반자전거
SPB-62073,2025.12.1 9:57,2187,현대시장사거리,0,2025.12.1 10:02,2171,서울대입구역 5번출구,0,4,699.5,1987,M,내국인,ST-2371,ST-1337,일반자전거
SPB-63836,2025.12.1 10:02,2198,사랑의병원,0,2025.12.1 10:04,2122,낙성대로 입구,0,2,264.73,\N,\N,\N,ST-2382,ST-719,일반자전거
SPB-45457,2025.12.1 10:00,2136,신림역 8번출구,0,2025.12.1 10:06,2190,도원맨션,0,5,780.0,1984,M,내국인,ST-976,ST-2374,일반자전거
SPB-82284,2025.12.1 7:33,2198,사랑의병원,99,2025.12.1 10:09,2111,서울대입구역 1번출구,\N,105,354.55,1990,F,내국인,ST-2382,ST-965,새싹자전거
SPB-70880,2025.12.1 10:05,2109,은천로입구 가로공원,0,2025.12.1 10:09,2136,신림역 8번출구,0,4,540.2,1998,F,내국인,ST-882,ST-976,일반자전거
SPB-41142,2025.12.1 9:41,2109,은천로입구 가로공원,0,2025.12.1 10:13,2109,은천로입구 가로공원,0,31,1826.75,1971,F,내국인,ST-882,ST-882,일반자전거
SPB-72595,2025.12.1 10:02,2185,대학동 고시촌,0,2025.12.1 10:16,2195,은천교회,0,14,2604.8,1972,,내국인,ST-1757,ST-2379,일반자전거
SPB-33359,2025.12.1 10:11,2179,양녕로 입구,0,2025.12.1 10:17,2195,은천교회,0,6,1063.73,2001,M,내국인,ST-1548,ST-2379,일반자전거
SPB-73337,2025.12.1 10:16,2122,낙성대로 입구,0,2025.12.1 10:19,2167,낙성대역 1번출구,0,3,88.34,\N,M,내국인,ST-719,ST-1262,일반자전거
SPB-69236,2025.12.1 10:16,2108,은천치안센터,0,2025.12.1 10:21,2136,신림역 8번출구,0,5,1165.82,1994,F,내국인,ST-714,ST-976,일반자전거
SPB-72746,2025.12.1 10:01,2171,서울대입구역 5번출구,0,2025.12.1 10:22,2116,에이스에이존빌딩,0,20,1892.74,1976,M,내국인,ST-1337,ST-717,일반자전거
SPB-69294,2025.12.1 10:22,2111,서울대입구역 1번출구,0,2025.12.1 10:30,2148,낙성대역 3번출구 뒤,0,7,681.91,\N,M,내국인,ST-965,ST-887,일반자전거
SPB-58404,2025.12.1 10:19,2171,서울대입구역 5번출구,0,2025.12.1 10:30,2109,은천로입구 가로공원,0,10,1684.38,1996,M,내국인,ST-1337,ST-882,일반자전거
SPB-48034,2025.12.1 10:28,2128,관악구청교차로,0,2025.12.1 10:37,2108,은천치안센터,0,8,1130.0,1993,\N,내국인,ST-720,ST-714,일반자전거
SPB-66957,2025.12.1 9:58,2102,봉림교 교통섬,0,2025.12.1 10:40,2102,봉림교 교통섬,0,42,1750.0,\N,\N,\N,ST-702,ST-702,일반자전거
SPB-48226,2025.12.1 9:28,2165,JK장평타워,0,2025.12.1 10:42,2165,JK장평타워,0,73,3347.39,1968,M,내국인,ST-1260,ST-1260,일반자전거
SPB-72215,2025.12.1 10:41,2172,나들목공원,0,2025.12.1 10:46,2191,대학동주민센터,0,4,738.12,1978,M,내국인,ST-1267,ST-2375,일반자전거
SPB-50685,2025.12.1 10:09,2176,보라매공원 보도육교,0,2025.12.1 10:47,2176,보라매공원 보도육교,0,37,6040.0,\N,F,내국인,ST-1357,ST-1357,일반자전거
SPB-47186,2025.12.1 10:47,2187,현대시장사거리,0,2025.12.1 10:51,2116,에이스에이존빌딩,0,4,868.31,\N,\N,\N,ST-2371,ST-717,일반자전거
SPB-58404,2025.12.1 10:46,2109,은천로입구 가로공원,0,2025.12.1 10:52,2173,당곡사거리,0,5,834.3,1983,,내국인,ST-882,ST-1268,일반자전거
SPB-38522,2025.12.1 10:51,2171,서울대입구역 5번출구,0,2025.12.1 10:53,2119,중앙동 동진빌딩,0,2,0.0,1976,M,내국인,ST-1337,ST-884,일반자전거
SPB-46094,2025.12.1 10:29,2175,신림동걷고싶은문화의거리입구,0,2025.12.1 10:54,2175,신림동걷고싶은문화의거리입구,0,24,2693.34,1974,\N,내국인,ST-1270,ST-1270,일반자전거
SPB-45410,2025.12.1 10:44,2176,보라매공원 보도육교,0,2025.12.1 10:55,2174,삼성디지털프라자관악점,0,11,1056.36,1970,M,내국인,ST-1357,ST-1269,일반자전거
SPB-55892,2025.12.1 10:49,2156,신림푸르지오아파트,0,2025.12.1 10:57,2176,보라매공원 보도육교,0,8,1339.17,1990,F,내국인,ST-952,ST-1357,일반자전거
SPB-49376,2025.12.1 10:59,2109,은천로입구 가로공원,0,2025.12.1 11:03,2189,봉천역 4번출구,0,4,559.11,1998,F,내국인,ST-882,ST-2373,일반자전거
SPB-73253,2025.12.1 10:55,2191,대학동주민센터,0,2025.12.1 11:03,2178,서울대학교 정문,0,8,1164.0,1990,F,내국인,ST-2375,ST-1547,일반자전거
SPB-43241,2025.12.1 10:19,2140,신림1교 교차로,0,2025.12.1 11:13,2102,봉림교 교통섬,0,54,7211.61,1991,\N,내국인,ST-724,ST-702,일반자전거
SPB-48209,2025.12.1 11:02,2191,대학동주민센터,0,2025.12.1 11:14,2140,신림1교 교차로,0,11,952.71,1989,F,내국인,ST-2375,ST-724,일반자전거
SPB-71734,2025.12.1 11:08,2169,봉천역 2번출구,0,2025.12.1 11:15,2136,신림역 8번출구,0,6,1163.97,\N,M,내국인,ST-1264,ST-976,일반자전거
SPB-73337,2025.12.1 11:07,2167,낙성대역 1번출구,0,2025.12.1 11:16,2111,서울대입구역 1번출구,0,9,1212.73,1998,\N,내국인,ST-1262,ST-965,일반자전거
SPB-35388,2025.12.1 11:11,2109,은천로입구 가로공원,0,2025.12.1 11:16,2189,봉천역 4번출구,0,4,638.19,1993,M,내국인,ST-882,ST-2373,일반자전거
SPB-62401,2025.12.1 10:01,2196,봉천역 3번출구,0,2025.12.1 11:17,2189,봉천역 4번출구,0,75,176.47,1995,\N,내국인,ST-2380,ST-2373,일반자전거
SPB-53756,2025.12.1 11:12,2116,에이스에이존빌딩,0,2025.12.1 11:19,2169,봉천역 2번출구,0,6,740.0,1994,M,내국인,ST-717,ST-1264,일반자전거
SPB-60652,2025.12.1 10:59,2176,보라매공원 보도육교,0,2025.12.1 11:21,2112,서울대입구역 마에스트로,0,22,1984.74,1990,F,내국인,ST-1357,ST-715,일반자전거
SPB-69294,2025.12.1 11:16,2148,낙성대역 3번출구 뒤,0,2025.12.1 11:24,2171,서울대입구역 5번출구,0,7,1081.36,2007,M,내국인,ST-887,ST-1337,일반자전거
SPB-36961,2025.12.1 11:16,2148,낙성대역 3번출구 뒤,0,2025.12.1 11:24,2171,서울대입구역 5번출구,0,7,571.58,\N,\N,\N,ST-887,ST-1337,일반자전거
SPB-44241,2025.12.1 11:21,2187,현대시장사거리,0,2025.12.1 11:25,2171,서울대입구역 5번출구,0,4,934.94,1966,M,내국인,ST-2371,ST-1337,일반자전거
SPB-43626,2025.12.1 11:03,2185,대학동 고시촌,0,2025.12.1 11:27,2103,신림동 우방아파트,0,23,3820.66,1986,F,내국인,ST-1757,ST-703,일반자전거
SPB-48091,2025.12.1 11:21,2103,신림동 우방아파트,0,2025.12.1 11:31,2109,은천로입구 가로공원,0,9,1510.0,1989,M,내국인,ST-703,ST-882,일반자전거
SPB-60788,2025.12.1 11:30,2109,은천로입구 가로공원,0,2025.12.1 11:35,2169,봉천역 2번출구,0,4,758.54,1988,\N,내국인,ST-882,ST-1264,일반자전거
SPB-58404,2025.12.1 11:32,2173,당곡사거리,0,2025.12.1 11:38,2109,은천로입구 가로공원,0,5,956.03,1997,M,내국인,ST-1268,ST-882,일반자전거
SPB-61777,2025.12.1 11:33,2137,KT&G 관악지점,0,2025.12.1 11:40,2173,당곡사거리,0,7,1110.82,1992,M,내국인,ST-723,ST-1268,일반자전거
SPB-37787,2025.12.1 11:41,2172,나들목공원,0,2025.12.1 11:42,2143,서울산업정보학교,0,1,0.0,1982,M,내국인,ST-1267,ST-886,일반자전거
SPB-53184,2025.12.1 11:37,2189,봉천역 4번출구,0,2025.12.1 11:43,2164,관악우체국,0,5,785.45,1989,F,내국인,ST-2373,ST-1259,일반자전거
SPB-62832,2025.12.1 11:07,2144,난우길입구,0,2025.12.1 11:44,2176,보라매공원 보도육교,0,37,2310.63,1987,M,내국인,ST-709,ST-1357,일반자전거
SPB-69277,2025.12.1 11:08,2169,봉천역 2번출구,0,2025.12.1 11:44,2111,서울대입구역 1번출구,0,35,1408.34,1988,F,내국인,ST-1264,ST-965,일반자전거
SPB-58475,2025.12.1 10:53,2102,봉림교 교통섬,0,2025.12.1 11:45,2148,낙성대역 3번출구 뒤,0,52,5012.81,1967,M,내국인,ST-702,ST-887,일반자전거
SPB-60031,2025.12.1 11:40,2195,은천교회,0,2025.12.1 11:46,2174,삼성디지털프라자관악점,0,5,790.0,1981,\N,내국인,ST-2379,ST-1269,일반자전거
SPB-66199,2025.12.1 11:42,2103,신림동 우방아파트,0,2025.12.1 11:46,2102,봉림교 교통섬,0,4,744.4,1997,M,내국인,ST-703,ST-702,일반자전거
SPB-66615,2025.12.1 10:56,2119,중앙동 동진빌딩,0,2025.12.1 11:48,2171,서울대입구역 5번출구,0,51,2158.64,\N,\N,\N,ST-884,ST-1337,일반자전거
SPB-64534,2025.12.1 11:08,2106,세이브마트,0,2025.12.1 11:49,2106,세이브마트,0,41,1995.81,1963,M,내국인,ST-705,ST-705,일반자전거
SPB-55680,2025.12.1 11:44,2112,서울대입구역 마에스트로,0,2025.12.1 11:50,2196,봉천역 3번출구,0,6,968.2,2003,M,내국인,ST-715,ST-2380,일반자전거
SPB-59787,2025.12.1 10:46,2103,신림동 우방아파트,0,2025.12.1 11:53,2103,신림동 우방아파트,0,66,2531.37,1959,M,내국인,ST-703,ST-703,일반자전거
SPB-74382,2025.12.1 11:49,2140,신림1교 교차로,0,2025.12.1 11:54,2136,신림역 8번출구,0,4,617.76,1981,M,내국인,ST-724,ST-976,일반자전거
SPB-54759,2025.12.1 11:51,2184,구암초등학교 버스정류장,0,2025.12.1 11:54,2187,현대시장사거리,0,3,222.39,1984,F,내국인,ST-1702,ST-2371,일반자전거
SPB-64468,2025.12.1 11:47,2108,은천치안센터,0,2025.12.1 11:56,2173,당곡사거리,0,9,1460.0,1966,F,내국인,ST-714,ST-1268,일반자전거
SPB-67904,2025.12.1 11:51,2173,당곡사거리,0,2025.12.1 12:00,2102,봉림교 교통섬,0,9,1000.0,1994,M,내국인,ST-1268,ST-702,일반자전거
SPB-44696,2025.12.1 11:50,2111,서울대입구역 1번출구,0,2025.12.1 12:01,2109,은천로입구 가로공원,0,10,1654.79,1963,M,내국인,ST-965,ST-882,일반자전거
SPB-74562,2025.12.1 11:58,2178,서울대학교 정문,0,2025.12.1 12:03,2191,대학동주민센터,0,5,1216.15,1983,M,내국인,ST-1547,ST-2375,일반자전거
SPB-69183,2025.12.1 12:00,2106,세이브마트,0,2025.12.1 12:04,2144,난우길입구,0,3,525.99,1967,M,내국인,ST-705,ST-709,일반자전거
SPB-73253,2025.12.1 12:01,2178,서울대학교 정문,0,2025.12.1 12:08,2185,대학동 고시촌,0,6,1097.75,1990,F,내국인,ST-1547,ST-1757,일반자전거
SPB-68352,2025.12.1 11:37,2137,KT&G 관악지점,0,2025.12.1 12:13,2189,봉천역 4번출구,0,36,1223.74,1993,M,내국인,ST-723,ST-2373,일반자전거
SPB-70329,2025.12.1 12:12,2178,서울대학교 정문,0,2025.12.1 12:15,2143,서울산업정보학교,0,3,696.34,2002,M,내국인,ST-1547,ST-886,일반자전거
SPB-48209,2025.12.1 12:08,2140,신림1교 교차로,0,2025.12.1 12:22,2173,당곡사거리,0,14,1316.98,1970,,내국인,ST-724,ST-1268,일반자전거
