대여소_번호,대여소_ID,대여소명,자치구,Capa,일평균_순유입량,순유입량_표준편차,n_days,t_statistic,p_value_two_sided,net_flow_group,반납_우세_비율(%),대여_우세_비율(%),매핑상태
1433,ST-857,중화역 2번출구,중랑구,10,16.44,21.69,304,13.215361665617092,8.529132269843106e-32,+_순유입/과적,77.7,17.23,매핑완료
4202,ST-2528,프런트원(공덕역4번출구 앞),마포구,9,16.44,19.55,304,14.661953684257531,3.7228995684465098e-37,+_순유입/과적,81.76,13.85,매핑완료
1106,ST-824,신방화사거리,강서구,10,16.41,39.71,304,7.205190799647691,4.624753542832368e-12,+_순유입/과적,66.89,30.07,매핑완료
3517,ST-1266,용마사거리,광진구,10,16.38,28.18,304,10.134672064612666,5.606309785065168e-21,+_순유입/과적,70.95,25.34,매핑완료
1401,ST-558,극동늘푸른아파트,중랑구,15,16.21,26.59,304,10.629221793876544,1.227954211717261e-22,+_순유입/과적,70.27,25.34,매핑완료
2384,ST-1364,자곡사거리,강남구,15,16.19,32.21,304,8.763809238860418,1.3731802219325932e-16,+_순유입/과적,70.61,28.04,매핑완료
3683,ST-2751,KT&G강동지사,강동구,10,16.19,21.77,304,12.966573063100324,6.910801716181852e-31,+_순유입/과적,78.04,17.91,매핑완료
4041,ST-2896,공릉역3번출구,노원구,8,16.18,30.43,304,9.270717700491371,3.581798695757446e-18,+_순유입/과적,74.32,24.66,매핑완료
4233,ST-2979,코오롱아파트사거리,마포구,10,16.15,28.78,304,9.784046968475591,7.987054327420866e-20,+_순유입/과적,70.95,27.03,매핑완료
1610,ST-603,화랑대역 2번출구 앞,노원구,20,16.09,31.45,304,8.920150588434906,4.514313601350817e-17,+_순유입/과적,67.91,28.04,매핑완료
3600,ST-2420,사근빗물펌프장 건너편,성동구,7,16.06,29.53,304,9.482413414597117,7.560353928126506e-19,+_순유입/과적,68.92,27.36,매핑완료
1152,ST-1064,마곡역교차로,강서구,30,16.01,54.08,304,5.16168432589395,4.437046360214784e-07,+_순유입/과적,62.84,34.8,매핑완료
361,ST-175,동묘앞역 1번출구 뒤,종로구,10,15.88,29.91,304,9.257013068997113,3.958723179802528e-18,+_순유입/과적,69.26,26.35,매핑완료
2265,ST-949,이수고가차도 남단,서초구,10,15.83,25.04,304,11.022583111221865,5.5530652346692824e-24,+_순유입/과적,73.65,22.64,매핑완료
4122,ST-2508,청계9가교차로 앞,동대문구,10,15.79,34.37,304,8.010126775502734,2.4874562146159266e-14,+_순유입/과적,64.86,25.34,매핑완료
1044,ST-1061,굽은다리역,강동구,15,15.72,41.36,304,6.62687537644675,1.5667834173849534e-10,+_순유입/과적,66.55,30.74,매핑완료
1941,ST-871,오류동역 2번출구,구로구,10,15.71,19.98,304,13.709369850455253,1.2999676365164916e-33,+_순유입/과적,78.38,18.24,매핑완료
4819,ST-2846,면목동 새싹어린이공원 앞,중랑구,10,15.7,23.59,304,11.604020926424516,5.260185491907808e-26,+_순유입/과적,74.66,21.96,매핑완료
2169,ST-1264,봉천역 2번출구,관악구,7,15.56,26.46,304,10.253131906499302,2.2620473739023753e-21,+_순유입/과적,69.59,25.34,매핑완료
2737,ST-2054,까치산역 3번 출구,강서구,10,15.48,23.29,304,11.588794443282033,5.949770034438478e-26,+_순유입/과적,76.35,19.59,매핑완료
5151,ST-3367,진넥스베르디엠 앞,광진구,5,15.47,31.52,304,8.557381555402822,5.862978115151108e-16,+_순유입/과적,70.22,26.97,매핑완료
4629,ST-2456,한강초교보도육교 앞,용산구,8,15.43,21.85,304,12.312642690861802,1.5997545511033807e-28,+_순유입/과적,77.7,18.58,매핑완료
4348,ST-3350,사당역 1번출구,서초구,5,15.4,17.85,304,15.042474785552129,1.3937813163652717e-38,+_순유입/과적,83.11,7.09,매핑완료
4852,ST-2605,서울복합물류 게이트 1,송파구,10,15.4,24.45,304,10.981929444666893,7.663986450657411e-24,+_순유입/과적,76.35,21.62,매핑완료
4843,ST-3253,봉화산역 4번 출구,중랑구,8,15.36,21.24,304,12.60879242425325,1.3732167949727532e-29,+_순유입/과적,74.66,21.28,매핑완료
1187,ST-1676,강서수산물도매시장,강서구,15,15.35,21.82,304,12.265645973116285,2.3579457915755206e-28,+_순유입/과적,76.35,20.27,매핑완료
4114,ST-2560,휘경여중고삼거리,동대문구,10,15.34,23.78,304,11.247352362306803,9.271185060125152e-25,+_순유입/과적,71.96,22.64,매핑완료
2611,ST-1684,송파지역자활센터 뒤,송파구,7,15.25,40.99,304,6.486773250938793,3.5655470760177796e-10,+_순유입/과적,67.91,30.41,매핑완료
3759,ST-2569,이대서울병원,강서구,25,15.2,35.14,304,7.541862713923534,5.431250794725408e-13,+_순유입/과적,67.23,27.7,매핑완료
640,ST-407,동대문경찰서 교차로,동대문구,6,15.16,21.23,304,12.450477246175529,5.113822290170203e-29,+_순유입/과적,76.01,18.92,매핑완료
157,ST-214,애오개역 4번출구 앞,마포구,12,15.11,27.25,304,9.667957876976086,1.905116440118066e-19,+_순유입/과적,72.3,24.66,매핑완료
1228,ST-896,마천사거리,송파구,10,15.08,19.85,304,13.245782583091861,6.599203364465252e-32,+_순유입/과적,76.35,18.24,매핑완료
2910,ST-2076,도깨비시장,노원구,10,15.03,25.07,304,10.45301174653631,4.837213317638691e-22,+_순유입/과적,71.96,23.99,매핑완료
5513,ST-3355,마포음식문화거리,마포구,10,15.0,23.74,304,11.016593791593953,5.823180426570139e-24,+_순유입/과적,74.32,22.64,매핑완료
828,ST-1325,숙대입구역 8번,용산구,7,14.98,21.95,304,11.899099075032218,4.777581049146673e-27,+_순유입/과적,74.66,21.28,매핑완료
530,ST-244,청계벽산아파트 앞,성동구,9,14.79,30.2,304,8.538823228472392,6.673648073581443e-16,+_순유입/과적,69.26,26.01,매핑완료
1737,ST-1469,신창시장,도봉구,10,14.75,25.32,304,10.156992009040275,4.726860523058013e-21,+_순유입/과적,70.27,27.03,매핑완료
1936,ST-870,개봉역 1번 출구 자전거보관서쪽,구로구,10,14.75,20.19,304,12.73774332188706,4.688649712016977e-30,+_순유입/과적,77.7,17.23,매핑완료
414,ST-94,상암동주민센터 옆,마포구,8,14.71,25.09,304,10.222304258187854,2.8660781661780466e-21,+_순유입/과적,69.26,26.69,매핑완료
3983,ST-2932,금천구청역 1번 출구,금천구,10,14.62,24.07,304,10.590295397518014,1.6637772889077706e-22,+_순유입/과적,73.31,24.32,매핑완료
1958,ST-1220,강서수도사업소민원센터,구로구,15,14.49,23.95,304,10.548717443324321,2.300153482487911e-22,+_순유입/과적,72.3,24.32,매핑완료
585,ST-446,성수2가1동 공영주차장 인근,성동구,9,14.38,29.14,304,8.60411349459367,4.228351525431291e-16,+_순유입/과적,66.22,31.42,매핑완료
3534,ST-1661,건대입구역 5번출구 뒤,광진구,12,14.38,34.21,304,7.328964257014311,2.1202712901975343e-12,+_순유입/과적,66.89,31.42,매핑완료
1333,ST-579,석관초등학교 앞,성북구,20,14.37,27.08,304,9.25219760984926,4.10029926118178e-18,+_순유입/과적,69.26,25.34,매핑완료
4452,ST-2571,삼성SDS,송파구,10,14.36,57.21,304,4.376422921114775,1.6623411042590613e-05,+_순유입/과적,57.43,38.18,매핑완료
3879,ST-2843,중랑천 뚝방길 산책로 입구,광진구,7,14.34,25.36,304,9.85908688491692,4.540980154332557e-20,+_순유입/과적,68.92,25.68,매핑완료
4076,ST-2549,도봉통합복지센터 뒤 중랑천 변,도봉구,10,14.32,23.03,304,10.841412569952661,2.3249871167285605e-23,+_순유입/과적,70.27,25.34,매핑완료
1472,ST-2293,영성빌딩(PAT),중랑구,8,14.31,18.91,304,13.194255712758762,1.0189769372021807e-31,+_순유입/과적,74.66,20.27,매핑완료
4917,ST-3179,일원에코파크 주차장,강남구,5,14.26,23.7,304,10.490784630361183,3.608578383684697e-22,+_순유입/과적,71.28,23.99,매핑완료
1668,ST-1285,중계역 6번출구,노원구,10,14.25,26.76,304,9.284650216061975,3.2351120833394123e-18,+_순유입/과적,69.93,26.69,매핑완료
1235,ST-553,잠실트리지움310동 옆,송파구,14,14.2,26.79,304,9.241711832516247,4.426196750302908e-18,+_순유입/과적,71.62,23.99,매핑완료
3700,ST-3098,강변그대가리버뷰 입구 맞은편,강동구,8,14.2,30.02,304,8.247350432815132,4.991081119752862e-15,+_순유입/과적,71.62,23.99,매핑완료
1145,ST-536,곰달래 문화복지센터 B,강서구,10,14.11,23.01,304,10.691710403017629,7.533173033331803e-23,+_순유입/과적,72.3,23.31,매핑완료
769,ST-1995,CBS방송국 앞,양천구,20,14.07,54.27,304,4.520339645153292,8.865300048051418e-06,+_순유입/과적,58.78,38.51,매핑완료
2104,ST-712,사당역 5번출구,관악구,13,14.06,21.08,304,11.629244619768858,4.2886339881346235e-26,+_순유입/과적,74.32,19.59,매핑완료
4307,ST-2659,고투몰 gate 15옆,서초구,10,14.02,17.52,304,13.952457348958962,1.637863899278223e-34,+_순유입/과적,75.68,19.26,매핑완료
5089,ST-3128,LG사이언스파크 E10동,강서구,40,13.97,41.48,304,5.8721136201796735,1.1300899220007108e-08,+_순유입/과적,64.53,26.35,매핑완료
5514,ST-3380,공덕역 1번출구,마포구,10,13.91,27.4,304,8.85142836564245,7.371511260319927e-17,+_순유입/과적,66.91,28.68,매핑완료
5342,ST-3338,상계공원 입구,노원구,8,13.88,19.76,304,12.247270715859221,2.7437933541871317e-28,+_순유입/과적,75.68,18.58,매핑완료
156,ST-213,서울서부지방법원 앞,마포구,10,13.77,22.63,304,10.609286513929312,1.434713378776818e-22,+_순유입/과적,69.59,23.31,매핑완료
498,ST-2157,연남동주민센터 앞,마포구,10,13.76,23.64,304,10.148637811018558,5.038700692995491e-21,+_순유입/과적,72.64,24.66,매핑완료
4394,ST-3277,서울시립24시간게스트하우스,성동구,2,13.76,15.5,304,15.478309538869594,3.1923843559042474e-40,+_순유입/과적,83.11,9.46,매핑완료
949,ST-1035,연신내역 1번 출구,은평구,6,13.7,23.21,304,10.291583890824166,1.6830301340181655e-21,+_순유입/과적,67.23,27.36,매핑완료
1605,ST-866,헬스케어,노원구,10,13.7,22.43,304,10.649472229426166,1.0482712334994314e-22,+_순유입/과적,71.28,23.31,매핑완료
2176,ST-1357,보라매공원 보도육교,관악구,15,13.68,36.3,304,6.570769977700983,2.1810732192503728e-10,+_순유입/과적,59.46,35.81,매핑완료
4659,ST-2777,신진과학기술고등학교 버스정류장(응암시장 방면),은평구,10,13.67,23.57,304,10.112201706949683,6.6558340169134666e-21,+_순유입/과적,71.96,24.32,매핑완료
2089,ST-2362,사당역10번출구(금강빌딩),동작구,10,13.59,19.93,304,11.889099175658355,5.1840090491834046e-27,+_순유입/과적,75.0,18.92,매핑완료
792,ST-2017,목동트라팰리스 웨스턴에비뉴,양천구,20,13.53,42.0,304,5.616752638676697,4.405385759606296e-08,+_순유입/과적,59.8,37.16,매핑완료
5317,ST-3167,공릉동 신도1차 아파트 뒤,노원구,5,13.52,21.23,304,11.103591844874217,2.917993507957046e-24,+_순유입/과적,74.32,21.62,매핑완료
3763,ST-2479,등촌태영아파트,강서구,18,13.49,24.49,304,9.604172600794397,3.0646708598331695e-19,+_순유입/과적,66.89,28.38,매핑완료
5333,ST-3288,노원역 9번-10번 출구 앞,노원구,10,13.43,28.39,304,8.247976444064989,4.969782682500676e-15,+_순유입/과적,64.86,32.09,매핑완료
1546,ST-1665,송천동우체국,강북구,10,13.42,15.02,304,15.578275318859081,1.3402188640976802e-40,+_순유입/과적,80.74,11.49,매핑완료
4320,ST-2570,신영체르니 아파트,서초구,11,13.39,17.39,304,13.425107959519178,1.4501855188909913e-32,+_순유입/과적,75.68,18.92,매핑완료
102,ST-4,망원역 1번출구 앞,마포구,15,13.35,28.56,304,8.150042142334453,9.679249757461334e-15,+_순유입/과적,70.61,27.03,매핑완료
826,ST-946,서울역 서부교차로2,중구,20,13.27,28.48,304,8.12395912651471,1.1550192433653845e-14,+_순유입/과적,65.88,29.39,매핑완료
2606,ST-1657,위례동주민센터 맞은편 근린공원,송파구,15,13.18,26.58,304,8.64564154640573,3.1597541099854886e-16,+_순유입/과적,64.86,28.72,매핑완료
237,ST-286,보라매 두산위브 건너편,동작구,20,13.15,28.48,304,8.050494537578633,1.896440414556208e-14,+_순유입/과적,61.49,34.12,매핑완료
3618,ST-2681,서울율현초교 삼거리,강남구,10,13.1,19.04,304,11.996129445458577,2.1608295501236305e-27,+_순유입/과적,74.32,20.27,매핑완료
641,ST-408,용두역 4번출구,동대문구,10,13.08,25.68,304,8.880747380297821,5.981534486399315e-17,+_순유입/과적,69.93,25.0,매핑완료
2026,ST-932,흑석역 4번출구,동작구,10,12.99,21.35,304,10.608355461656835,1.4451740637813643e-22,+_순유입/과적,70.27,23.31,매핑완료
2723,ST-2040,마곡 필네이처,강서구,13,12.98,35.29,304,6.41297912010858,5.470603906900421e-10,+_순유입/과적,66.22,31.42,매핑완료
4317,ST-2668,양재근린공원,서초구,5,12.98,22.94,304,9.86547659758639,4.327374924186644e-20,+_순유입/과적,68.24,25.68,매핑완료
1533,ST-1107,"번동 주공3, 4단지 교차로",강북구,10,12.93,17.42,304,12.941575967848658,8.522449912271068e-31,+_순유입/과적,71.28,19.93,매핑완료
2066,ST-1542,양문교회 앞,동작구,10,12.92,24.96,304,9.025156145920755,2.1252572784116177e-17,+_순유입/과적,66.89,30.41,매핑완료
2110,ST-950,조원동 미성아파트,관악구,9,12.79,24.35,304,9.158163037024265,8.127473927459982e-18,+_순유입/과적,68.24,28.04,매핑완료
4036,ST-2792,하계역 6번출구,노원구,9,12.76,28.89,304,7.700872346082243,1.931716990827749e-13,+_순유입/과적,67.57,28.04,매핑완료
2604,ST-1627,풍납토성 서성벽터A,송파구,10,12.73,28.42,304,7.809821752466259,9.437665099925763e-14,+_순유입/과적,69.59,27.36,매핑완료
1363,ST-1455,보문4교 인근,성북구,25,12.68,33.13,304,6.673207196389464,1.1904852311361292e-10,+_순유입/과적,55.74,38.85,매핑완료
533,ST-245,금남시장 교차로,성동구,7,12.64,13.64,304,16.157326289253408,8.697308283557612e-43,+_순유입/과적,81.42,13.18,매핑완료
1650,ST-1118,중계근린공원내,노원구,25,12.64,35.77,304,6.161194592826851,2.2949135413957345e-09,+_순유입/과적,58.5,35.71,매핑완료
3718,ST-2610,번동3단지 버스정류장,강북구,11,12.64,18.63,304,11.829625903672381,8.420341224382636e-27,+_순유입/과적,72.97,22.3,매핑완료
1305,ST-947,성북구청,성북구,15,12.62,25.82,304,8.521968190160079,7.5055765864840215e-16,+_순유입/과적,67.57,27.7,매핑완료
593,ST-980,자양중앙나들목,광진구,8,12.61,33.95,304,6.476078430403287,3.7945806625924415e-10,+_순유입/과적,66.55,31.76,매핑완료
2327,ST-810,뱅뱅사거리 랜드마크타워 앞,강남구,15,12.58,23.05,304,9.515826240302243,5.904527002586624e-19,+_순유입/과적,67.91,27.03,매핑완료
1959,ST-1221,구로구의회 앞,구로구,9,12.57,27.32,304,8.022161013222002,2.294410404110859e-14,+_순유입/과적,62.8,33.54,매핑완료
2102,ST-702,봉림교 교통섬,관악구,13,12.54,42.4,304,5.15665969358491,4.5478374427118536e-07,+_순유입/과적,58.45,41.22,매핑완료
4207,ST-2531,아만티호텔 앞,마포구,10,12.53,23.0,304,9.498609350011241,6.707000516573354e-19,+_순유입/과적,70.61,26.01,매핑완료
2711,ST-2027,가로공원공영주차장 1번 출구,강서구,9,12.46,23.12,304,9.396519175867958,1.424351540335694e-18,+_순유입/과적,65.2,30.41,매핑완료
2704,ST-2020,홈플러스(강서점),강서구,10,12.38,30.35,304,7.112114520070319,8.264686037771824e-12,+_순유입/과적,63.85,33.11,매핑완료
4179,ST-3105,보라매병원역 1번출구,동작구,10,12.36,29.82,304,7.226826417459789,4.037969002025595e-12,+_순유입/과적,63.85,26.69,매핑완료
1184,ST-1645,마곡13단지,강서구,26,12.33,60.08,304,3.578243939670873,0.00040260025163300987,+_순유입/과적,57.43,40.88,매핑완료
3413,ST-1810,종로플레이스,종로구,22,12.33,28.37,304,7.577754525746423,4.306172324282294e-13,+_순유입/과적,66.55,30.07,매핑완료
1048,ST-1370,둔촌어린이공원,강동구,13,12.23,30.03,304,7.1008104002001255,8.865380522451948e-12,+_순유입/과적,66.22,29.73,매핑완료
4136,ST-3286,롯데캐슬SKY-L65 D동 앞,동대문구,7,12.21,25.62,304,8.309470117194634,3.2620073046949467e-15,+_순유입/과적,69.59,27.03,매핑완료
4841,ST-3168,중화수경공원,중랑구,15,12.16,26.1,304,8.123250751487294,1.1605703196606681e-14,+_순유입/과적,64.86,26.69,매핑완료
2294,ST-1361,두상빌딩 앞,서초구,15,12.15,23.72,304,8.930964951773895,4.1782522503333794e-17,+_순유입/과적,66.89,29.73,매핑완료
818,ST-437,숙명여대 입구 교차로,용산구,12,12.1,21.96,304,9.607045030390193,2.9998621113429496e-19,+_순유입/과적,71.62,26.01,매핑완료
4089,ST-3119,동부센트레빌 앞,도봉구,10,12.04,23.95,304,8.765117875612479,1.3605160134571742e-16,+_순유입/과적,69.59,25.68,매핑완료
272,ST-426,당산육갑문,영등포구,20,12.01,53.15,304,3.939821359316914,0.00010127285807974965,+_순유입/과적,57.09,40.54,매핑완료
2348,ST-797,포스코사거리(기업은행),강남구,23,12.01,35.87,304,5.83778938521589,1.360436278692622e-08,+_순유입/과적,62.16,32.77,매핑완료
915,ST-463,증산역 4번출구,은평구,10,11.91,19.66,304,10.562459088010055,2.0667831551117055e-22,+_순유입/과적,72.3,22.64,매핑완료
1337,ST-1201,돈암성당 옆,성북구,13,11.9,30.12,304,6.888565395502526,3.2632878019612583e-11,+_순유입/과적,65.88,32.09,매핑완료
1186,ST-1647,송정중학교,강서구,15,11.81,21.78,304,9.45428769939676,9.305907137003678e-19,+_순유입/과적,66.22,30.07,매핑완료
427,ST-1397,성산시영아파트,마포구,10,11.8,24.16,304,8.515729724135754,7.838863205779463e-16,+_순유입/과적,66.55,29.05,매핑완료
2547,ST-2414,반포래미안 리오센트,서초구,7,11.73,21.03,304,9.725132593006581,1.2424153654309372e-19,+_순유입/과적,72.3,22.64,매핑완료
5860,ST-3171,어울림병원 앞,영등포구,10,11.71,22.08,304,9.246867142909657,4.2628797579702324e-18,+_순유입/과적,65.54,21.28,매핑완료
622,ST-390,전농사거리 교통섬,동대문구,15,11.7,23.22,304,8.785377715663374,1.1785924338583947e-16,+_순유입/과적,68.58,28.04,매핑완료
557,ST-358,도선동 주민센터 앞,성동구,10,11.66,20.71,304,9.816467731855965,6.259607825454615e-20,+_순유입/과적,71.28,25.0,매핑완료
612,ST-271,시립동부병원 앞 사거리,동대문구,20,11.65,26.73,304,7.599127974896948,3.7489762569463546e-13,+_순유입/과적,65.54,30.41,매핑완료
1408,ST-570,먹골역 6번출구 앞,중랑구,10,11.64,18.9,304,10.738112952976392,5.236605422241544e-23,+_순유입/과적,72.64,22.64,매핑완료
624,ST-392,전농동 동아아파트 앞,동대문구,10,11.58,27.59,304,7.3180209882132665,2.272437657673398e-12,+_순유입/과적,68.92,27.36,매핑완료
2136,ST-976,신림역 8번출구,관악구,8,11.54,35.86,304,5.610897245784649,4.54255485513321e-08,+_순유입/과적,62.5,35.47,매핑완료
4543,ST-3163,오목교역 6번 출구,양천구,9,11.54,39.9,304,5.042776321650062,7.913960505151313e-07,+_순유입/과적,64.19,32.43,매핑완료
729,ST-1000,서부식자재마트 건너편,양천구,10,11.53,30.24,304,6.647897462833858,1.3834342312705432e-10,+_순유입/과적,62.16,33.11,매핑완료
834,ST-1341,효창공원앞역 3번출구 뒤,용산구,15,11.52,28.55,304,7.035308697665648,1.3292675867335932e-11,+_순유입/과적,65.88,30.07,매핑완료
2372,ST-1181,대치역 사거리,강남구,10,11.51,21.46,304,9.351524108136655,1.9823784420495003e-18,+_순유입/과적,68.58,25.68,매핑완료
2214,ST-748,신반포역 2번출구 앞,서초구,15,11.48,23.65,304,8.463451986781724,1.1273362327076215e-15,+_순유입/과적,67.57,27.36,매핑완료
383,ST-198,신당역 12번 출구 뒤,중구,22,11.47,31.99,304,6.25152496185202,1.3785912315099047e-09,+_순유입/과적,65.54,31.42,매핑완료
3640,ST-2847,일원1동주민센터앞 사거리,강남구,7,11.46,21.48,304,9.302231264986244,2.84478187823981e-18,+_순유입/과적,68.58,25.68,매핑완료
2077,ST-2350,노들역 3번출구,동작구,10,11.39,23.64,304,8.400652955487018,1.7412091363859524e-15,+_순유입/과적,66.55,27.36,매핑완료
841,ST-1443,신용산역 1번 출구,용산구,30,11.38,25.61,304,7.747640761810679,1.4215077739613635e-13,+_순유입/과적,68.24,28.04,매핑완료
1437,ST-595,늘푸른공원 앞,중랑구,15,11.34,18.1,304,10.923737904917402,1.2144078451632558e-23,+_순유입/과적,69.26,26.01,매핑완료
2914,ST-2080,서울과학기술대학교(미래관),노원구,10,11.29,22.78,304,8.641258836272906,3.2585333319456757e-16,+_순유입/과적,69.83,24.79,매핑완료
1450,ST-1333,화랑대역 7번출구,중랑구,10,11.26,23.88,304,8.221306885137018,5.961890269709097e-15,+_순유입/과적,65.88,31.76,매핑완료
4813,ST-2636,망우지구대,중랑구,10,11.25,24.76,304,7.922069970086039,4.4820195232249336e-14,+_순유입/과적,64.19,32.77,매핑완료
1204,ST-930,거여역 3번출구,송파구,10,11.21,21.57,304,9.06133651499137,1.6375252633347623e-17,+_순유입/과적,69.59,26.69,매핑완료
2917,ST-2083,신창중학교 후문 맞은편 버스정류장,노원구,10,11.19,18.69,304,10.438968256440907,5.393313443448832e-22,+_순유입/과적,68.24,25.0,매핑완료
633,ST-400,청량리 기업은행 앞,동대문구,8,11.16,24.34,304,7.9942994593120655,2.765974460598141e-14,+_순유입/과적,68.58,28.38,매핑완료
568,ST-369,청계8가 사거리 B,성동구,14,11.12,30.18,304,6.424248674906864,5.125574294767804e-10,+_순유입/과적,64.53,33.45,매핑완료
2376,ST-1185,수서역 6번출구 앞,강남구,14,11.12,28.35,304,6.838935626408788,4.4084548063111664e-11,+_순유입/과적,61.15,33.78,매핑완료
5864,ST-3200,장훈고 앞,영등포구,8,11.11,19.04,304,10.17381665183548,4.1558740266834145e-21,+_순유입/과적,70.61,24.66,매핑완료
1531,ST-1105,미아사거리 1번 출구,강북구,10,11.08,26.76,304,7.219222764488889,4.235311982892006e-12,+_순유입/과적,65.54,30.07,매핑완료
1407,ST-847,먹골역 1번출구 뒤,중랑구,10,11.06,21.63,304,8.915288454102608,4.6740087719079806e-17,+_순유입/과적,67.23,28.04,매핑완료
4693,ST-3279,수색감리교회,은평구,6,11.04,30.31,304,6.35067559705563,7.830804390091974e-10,+_순유입/과적,64.53,31.08,매핑완료
3612,ST-2677,은곡마을,강남구,10,11.03,14.02,304,13.717162723895473,1.2165926984213928e-33,+_순유입/과적,73.31,19.93,매핑완료
1076,ST-1837,천동초교입구사거리 버스정류장(십자성마을 방면),강동구,10,11.01,28.6,304,6.712094736836757,9.443958098119796e-11,+_순유입/과적,60.14,36.49,매핑완료
2095,ST-2368,경문고등학교 앞,동작구,10,10.95,17.87,304,10.683814981929574,8.013456745965021e-23,+_순유입/과적,70.61,23.31,매핑완료
1390,ST-2231,석관래미안아트리치,성북구,10,10.94,22.23,304,8.580540610406652,4.98688755540976e-16,+_순유입/과적,65.88,28.38,매핑완료
1442,ST-1093,중랑구 중소기업 창업센터,중랑구,8,10.94,24.13,304,7.904907491476995,5.0246710599023226e-14,+_순유입/과적,60.81,30.41,매핑완료
285,ST-1651,콤텍시스템 앞,영등포구,14,10.93,18.84,304,10.115236826517956,6.503404691406487e-21,+_순유입/과적,67.57,26.35,매핑완료
2646,ST-1867,레이크펠리스101동앞,송파구,15,10.91,38.23,304,4.975735022132227,1.0916050206345167e-06,+_순유입/과적,59.8,37.16,매핑완료
4794,ST-2786,서울역 서부교차로(3),중구,8,10.89,26.14,304,7.263719892143525,3.20190722124491e-12,+_순유입/과적,63.51,33.11,매핑완료
1151,ST-1063,마곡역1번출구,강서구,25,10.87,54.9,304,3.4521844456311204,0.0006351719316120118,+_순유입/과적,55.41,41.55,매핑완료
1429,ST-854,장안중학교,중랑구,15,10.86,24.74,304,7.653620457049591,2.6301989295551515e-13,+_순유입/과적,63.85,30.07,매핑완료
2259,ST-780,잠원역 3번-4번 출구사이,서초구,15,10.77,19.98,304,9.398466791177789,1.4040887473457032e-18,+_순유입/과적,70.95,23.65,매핑완료
4636,ST-3080,용산구꿈나무종합타운 앞,용산구,8,10.77,20.99,304,8.946229942245461,3.7456916862239494e-17,+_순유입/과적,67.57,22.3,매핑완료
4027,ST-2791,한내 행복발전소 옆,노원구,10,10.75,26.21,304,7.151188652127011,6.481069167842341e-12,+_순유입/과적,65.54,31.08,매핑완료
1640,ST-971,한내근린공원 북측,노원구,9,10.62,20.44,304,9.059003283835999,1.665318092137704e-17,+_순유입/과적,68.24,28.38,매핑완료
853,ST-2177,용산역 맞은편,용산구,19,10.59,27.79,304,6.644223074788879,1.413886478003439e-10,+_순유입/과적,64.53,32.43,매핑완료
2913,ST-2079,상계8동 주민센터,노원구,17,10.59,28.27,304,6.531409948651679,2.7474941442448246e-10,+_순유입/과적,66.89,28.72,매핑완료
5099,ST-3260,LG사이언스파크 E7동,강서구,40,10.58,38.18,304,4.831550636213759,2.1552062875711223e-06,+_순유입/과적,60.14,30.41,매핑완료
380,ST-195,CJ제일제당 앞,중구,8,10.56,18.6,304,9.898918891137532,3.3620048418272065e-20,+_순유입/과적,66.22,26.69,매핑완료
1042,ST-1059,강일리버파크 2~5단지,강동구,10,10.55,16.51,304,11.14146186659094,2.1585505509305477e-24,+_순유입/과적,71.28,22.97,매핑완료
2647,ST-1868,잠실 자전거 수리센터 앞,송파구,7,10.5,23.51,304,7.787058937843824,1.0967014871620294e-13,+_순유입/과적,65.2,27.36,매핑완료
4077,ST-2799,도봉제1교,도봉구,6,10.47,22.87,304,7.982102656558086,3.001437290598015e-14,+_순유입/과적,64.19,31.08,매핑완료
1193,ST-1688,마곡센트럴타워 1차,강서구,51,10.41,38.99,304,4.6551565018987855,4.8482749746277495e-06,+_순유입/과적,63.51,32.09,매핑완료
4091,ST-3172,방학역2번출구,도봉구,10,10.4,24.81,304,7.308754375303993,2.4096685209753977e-12,+_순유입/과적,64.53,29.73,매핑완료
4897,ST-2991,잠실주공5단지1,송파구,15,10.38,41.75,304,4.334885847564283,1.9870568806906325e-05,+_순유입/과적,60.47,37.84,매핑완료
3415,ST-1812,동대문역6번출구,종로구,15,10.2,21.91,304,8.11698205825922,1.210857869882804e-14,+_순유입/과적,65.2,29.73,매핑완료
4367,ST-2787,kt 행당빌딩 앞,성동구,5,10.2,17.31,304,10.274007908518747,1.92670118826569e-21,+_순유입/과적,69.26,26.69,매핑완료
1222,ST-547,잠실새내역 5번 출구 뒤,송파구,23,10.19,36.28,304,4.897153278354958,1.5845933225940987e-06,+_순유입/과적,62.16,36.49,매핑완료
1671,ST-1288,인덕대학교,노원구,15,10.19,17.14,304,10.365736344149234,9.50239973760265e-22,+_순유입/과적,67.23,27.03,매핑완료
254,ST-302,도림신협 앞,영등포구,10,10.11,24.99,304,7.053776441648053,1.18611498792668e-11,+_순유입/과적,58.11,36.15,매핑완료
4575,ST-2823,대림동 e편한세상영등포아델포레,영등포구,10,10.11,26.13,304,6.746034185870068,7.709852645956531e-11,+_순유입/과적,64.86,32.43,매핑완료
3010,ST-2168,홍대입구역 3번출구,마포구,15,10.09,30.4,304,5.787011886884922,1.7873711521925482e-08,+_순유입/과적,59.46,35.14,매핑완료
723,ST-994,SBS방송국,양천구,15,10.07,31.23,304,5.622044490740261,4.284895787112751e-08,+_순유입/과적,62.5,32.43,매핑완료
