대여소_번호,대여소_ID,자치구,Capa,일평균순유입량
1431,ST-856,중랑구,10,
1433,ST-857,중랑구,10,
1435,ST-593,중랑구,10,
1436,ST-594,중랑구,15,
1437,ST-595,중랑구,15,
1438,ST-596,중랑구,15,
1440,ST-942,중랑구,10,
1441,ST-584,중랑구,10,
1442,ST-1093,중랑구,8,
1444,ST-1095,중랑구,10,
1445,ST-1096,중랑구,10,
1446,ST-1097,중랑구,10,
1447,ST-1098,중랑구,15,
1448,ST-1099,중랑구,15,
1449,ST-1332,중랑구,15,
1450,ST-1333,중랑구,10,
1451,ST-1334,중랑구,10,
1452,ST-1335,중랑구,25,
1453,ST-1345,중랑구,9,
1454,ST-1346,중랑구,10,
1455,ST-1375,중랑구,10,
1456,ST-1380,중랑구,10,
1457,ST-1381,중랑구,10,
1458,ST-1451,중랑구,9,
1459,ST-1452,중랑구,10,
1461,ST-2282,중랑구,12,
1462,ST-2283,중랑구,9,
1463,ST-2284,중랑구,10,
1464,ST-2285,중랑구,15,
1466,ST-2287,중랑구,10,
1467,ST-2288,중랑구,10,
1468,ST-2289,중랑구,6,
1469,ST-2290,중랑구,20,
1470,ST-2291,중랑구,20,
1471,ST-2292,중랑구,10,
1472,ST-2293,중랑구,8,
1473,ST-2294,중랑구,10,
1474,ST-2295,중랑구,10,
1477,ST-2298,중랑구,10,
1478,ST-2299,중랑구,15,
1479,ST-2300,중랑구,10,
1480,ST-2301,중랑구,15,
1501,ST-948,강북구,9,
1503,ST-643,강북구,14,
1504,ST-644,강북구,10,
1506,ST-645,강북구,15,
1509,ST-859,강북구,10,
1510,ST-860,강북구,10,
1512,ST-862,강북구,20,
1514,ST-646,강북구,10,
1515,ST-648,강북구,10,
1516,ST-652,강북구,10,
1518,ST-654,강북구,10,
1519,ST-651,강북구,10,
1520,ST-650,강북구,7,
1525,ST-647,강북구,10,
1526,ST-1100,강북구,8,
1527,ST-1101,강북구,10,
1528,ST-1102,강북구,10,
1529,ST-1103,강북구,15,
1530,ST-1104,강북구,13,
1531,ST-1105,강북구,10,
1532,ST-1106,강북구,10,
1533,ST-1107,강북구,10,
1535,ST-1109,강북구,10,
1536,ST-1110,강북구,20,
1537,ST-1387,강북구,10,
1538,ST-1388,강북구,8,
1539,ST-1389,강북구,10,
1540,ST-1390,강북구,8,
1541,ST-1391,강북구,10,
1542,ST-1392,강북구,10,
1543,ST-1423,강북구,10,
1546,ST-1665,강북구,10,
1547,ST-1724,강북구,10,
1548,ST-1725,강북구,15,
1550,ST-2123,강북구,10,
1551,ST-2124,강북구,8,
1552,ST-2125,강북구,8,
1553,ST-2126,강북구,15,
1554,ST-2127,강북구,10,
1557,ST-2129,강북구,10,
1558,ST-2130,강북구,10,
1560,ST-2132,강북구,10,
1564,ST-2133,강북구,7,
1565,ST-2134,강북구,15,
1568,ST-2136,강북구,10,
1569,ST-2137,강북구,10,
1571,ST-2401,강북구,10,
1572,ST-2402,강북구,10,
1573,ST-2403,강북구,10,
1574,ST-2405,강북구,8,
1601,ST-600,노원구,10,
1602,ST-913,노원구,13,
1605,ST-866,노원구,10,
1606,ST-602,노원구,10,
1608,ST-735,노원구,10,
1610,ST-603,노원구,20,
1611,ST-604,노원구,20,
1616,ST-605,노원구,10,
1617,ST-606,노원구,20,
1619,ST-736,노원구,10,
1620,ST-867,노원구,10,
1625,ST-914,노원구,20,
1627,ST-915,노원구,12,
1628,ST-868,노원구,5,
1630,ST-869,노원구,10,
1634,ST-608,노원구,15,
1635,ST-609,노원구,6,
1636,ST-610,노원구,10,
1637,ST-611,노원구,9,
1639,ST-612,노원구,10,
1640,ST-971,노원구,9,
1641,ST-970,노원구,15,
1642,ST-964,노원구,7,
1643,ST-1111,노원구,10,
1646,ST-1114,노원구,10,
1650,ST-1118,노원구,25,
1651,ST-1119,노원구,20,
1652,ST-1120,노원구,10,
1653,ST-1121,노원구,10,
1654,ST-1122,노원구,15,
1655,ST-1123,노원구,15,
1656,ST-1124,노원구,12,
1657,ST-1125,노원구,20,
1659,ST-1127,노원구,10,
1660,ST-1128,노원구,8,
1661,ST-1278,노원구,10,
1662,ST-1279,노원구,20,
1663,ST-1280,노원구,25,
1664,ST-1281,노원구,10,
1665,ST-1282,노원구,10,
1666,ST-1283,노원구,10,
1667,ST-1284,노원구,10,
1668,ST-1285,노원구,10,
1669,ST-1286,노원구,9,
1670,ST-1287,노원구,20,
1671,ST-1288,노원구,15,
1672,ST-1289,노원구,15,
1674,ST-1291,노원구,15,
1675,ST-1348,노원구,9,
1677,ST-1349,노원구,15,
1679,ST-1395,노원구,10,
1680,ST-1396,노원구,7,
1681,ST-1425,노원구,12,
1682,ST-1426,노원구,13,
1683,ST-1473,노원구,5,
1684,ST-1474,노원구,20,
1685,ST-1475,노원구,8,
1686,ST-1476,노원구,15,
1688,ST-1639,노원구,9,
1689,ST-1640,노원구,10,
1690,ST-1641,노원구,10,
1691,ST-1642,노원구,10,
1692,ST-1672,노원구,10,
1693,ST-1740,노원구,10,
1696,ST-2062,노원구,10,
1697,ST-2063,노원구,10,
1702,ST-613,도봉구,10,
1703,ST-657,도봉구,10,
1705,ST-614,도봉구,8,
1706,ST-916,도봉구,10,
1707,ST-615,도봉구,20,
1708,ST-658,도봉구,7,
1709,ST-616,도봉구,17,
1713,ST-1129,도봉구,10,
1714,ST-1130,도봉구,10,
1715,ST-1131,도봉구,20,
1716,ST-1132,도봉구,10,
1719,ST-1135,도봉구,10,
1720,ST-1136,도봉구,27,
1722,ST-1292,도봉구,15,
1723,ST-1293,도봉구,10,
1725,ST-1295,도봉구,10,
1726,ST-1296,도봉구,8,
1727,ST-1297,도봉구,15,
1728,ST-1434,도봉구,10,
1729,ST-1461,도봉구,10,
1730,ST-1462,도봉구,8,
1731,ST-1463,도봉구,10,
1732,ST-1464,도봉구,10,
1733,ST-1465,도봉구,12,
1734,ST-1466,도봉구,10,
1735,ST-1467,도봉구,13,
1736,ST-1468,도봉구,12,
1737,ST-1469,도봉구,10,
1738,ST-1470,도봉구,10,
1741,ST-1638,도봉구,20,
1742,ST-1726,도봉구,10,
1743,ST-2088,도봉구,10,
1744,ST-2089,도봉구,15,
1749,ST-2094,도봉구,10,
1750,ST-2095,도봉구,12,
1751,ST-2096,도봉구,15,
1752,ST-2097,도봉구,6,
1754,ST-2099,도봉구,11,
1756,ST-2101,도봉구,10,
1757,ST-2102,도봉구,10,
1758,ST-2103,도봉구,10,
1759,ST-2104,도봉구,10,
1761,ST-2106,도봉구,10,
1762,ST-2107,도봉구,25,
1765,ST-2110,도봉구,13,
1767,ST-2112,도봉구,10,
1768,ST-2113,도봉구,8,
1770,ST-2115,도봉구,15,
1771,ST-2116,도봉구,15,
1772,ST-2117,도봉구,10,
1774,ST-2119,도봉구,8,
1775,ST-2120,도봉구,15,
1804,ST-619,금천구,10,
1805,ST-620,금천구,10,
1806,ST-621,금천구,10,
1808,ST-622,금천구,20,
1809,ST-623,금천구,10,
1812,ST-624,금천구,10,
1814,ST-625,금천구,8,
1819,ST-642,금천구,10,
1820,ST-628,금천구,10,
1821,ST-629,금천구,10,
1823,ST-631,금천구,10,
1824,ST-632,금천구,25,
1825,ST-633,금천구,10,
1826,ST-634,금천구,10,
1827,ST-660,금천구,20,
1828,ST-635,금천구,10,
1829,ST-636,금천구,10,
1830,ST-637,금천구,19,
1831,ST-638,금천구,10,
1833,ST-639,금천구,10,
1834,ST-640,금천구,10,
1835,ST-641,금천구,10,
1836,ST-661,금천구,7,
1839,ST-1140,금천구,20,
1840,ST-1141,금천구,20,
1841,ST-1142,금천구,12,
1842,ST-1143,금천구,12,
1843,ST-1144,금천구,10,
1845,ST-1146,금천구,15,
1846,ST-1147,금천구,15,
1847,ST-1148,금천구,10,
1848,ST-1149,금천구,9,
1849,ST-1276,금천구,10,
1850,ST-1277,금천구,10,
1851,ST-1403,금천구,10,
1853,ST-1534,금천구,10,
1854,ST-1535,금천구,10,
1855,ST-1536,금천구,10,
1856,ST-1537,금천구,10,
1857,ST-1538,금천구,10,
1858,ST-1648,금천구,10,
1859,ST-1734,금천구,13,
1861,ST-1932,금천구,10,
1862,ST-1933,금천구,20,
1863,ST-1934,금천구,9,
1864,ST-1935,금천구,15,
1865,ST-1936,금천구,10,
1866,ST-1937,금천구,10,
1867,ST-1938,금천구,30,
1868,ST-1939,금천구,10,
1869,ST-1940,금천구,15,
1870,ST-1941,금천구,8,
1901,ST-662,구로구,10,
1904,ST-663,구로구,10,
1906,ST-664,구로구,20,
1907,ST-665,구로구,12,
1908,ST-666,구로구,12,
1910,ST-667,구로구,5,
1911,ST-668,구로구,18,
1912,ST-669,구로구,13,
1914,ST-918,구로구,10,
1916,ST-671,구로구,10,
1920,ST-673,구로구,14,
1924,ST-674,구로구,10,
1925,ST-919,구로구,20,
1928,ST-675,구로구,10,
1929,ST-676,구로구,10,
1930,ST-677,구로구,7,
1931,ST-920,구로구,10,
1933,ST-678,구로구,16,
1936,ST-870,구로구,10,
1937,ST-679,구로구,15,
1941,ST-871,구로구,10,
1943,ST-872,구로구,10,
1946,ST-873,구로구,10,
1951,ST-874,구로구,15,
1952,ST-875,구로구,20,
1953,ST-876,구로구,20,
1955,ST-936,구로구,10,
1956,ST-1218,구로구,15,
1957,ST-1219,구로구,15,
1958,ST-1220,구로구,15,
1959,ST-1221,구로구,9,
1960,ST-1222,구로구,10,
1962,ST-1224,구로구,15,
1964,ST-1226,구로구,10,
1965,ST-1227,구로구,15,
1966,ST-1228,구로구,10,
1967,ST-1229,구로구,10,
1969,ST-1231,구로구,10,
1971,ST-1233,구로구,10,
1973,ST-1235,구로구,10,
1974,ST-1236,구로구,10,
1975,ST-1237,구로구,10,
1976,ST-1238,구로구,10,
1977,ST-1239,구로구,15,
1979,ST-1241,구로구,10,
1981,ST-1243,구로구,10,
1983,ST-1273,구로구,10,
1985,ST-1275,구로구,20,
1986,ST-1521,구로구,15,
1987,ST-1522,구로구,15,
1988,ST-1523,구로구,20,
1991,ST-1526,구로구,13,
1992,ST-1527,구로구,12,
1993,ST-1528,구로구,10,
1994,ST-1529,구로구,10,
1996,ST-1531,구로구,20,
1998,ST-1696,구로구,23,
1999,ST-1732,구로구,10,
2000,ST-1733,구로구,15,
2002,ST-683,동작구,17,
2003,ST-877,동작구,10,
2007,ST-685,동작구,20,
2008,ST-686,동작구,10,
2009,ST-726,동작구,10,
2012,ST-727,동작구,10,
2013,ST-687,동작구,30,
2015,ST-728,동작구,20,
2016,ST-688,동작구,10,
2020,ST-690,동작구,10,
2024,ST-691,동작구,10,
2025,ST-692,동작구,20,
2026,ST-932,동작구,10,
2027,ST-693,동작구,15,
2032,ST-923,동작구,10,
2033,ST-729,동작구,10,
2034,ST-924,동작구,20,
2036,ST-694,동작구,12,
2037,ST-695,동작구,20,
2038,ST-696,동작구,10,
2040,ST-697,동작구,10,
2041,ST-731,동작구,7,
2048,ST-732,동작구,10,
2050,ST-699,동작구,15,
2054,ST-700,동작구,10,
2056,ST-733,동작구,10,
2057,ST-701,동작구,10,
2058,ST-1150,동작구,14,
2059,ST-1151,동작구,10,
2060,ST-1152,동작구,10,
2062,ST-1154,동작구,10,
2064,ST-1355,동작구,10,
2065,ST-1356,동작구,10,
2066,ST-1542,동작구,10,
2067,ST-1543,동작구,10,
2068,ST-1544,동작구,8,
2069,ST-1667,동작구,7,
2070,ST-1545,동작구,18,
2071,ST-1742,동작구,10,
2077,ST-2350,동작구,10,
2078,ST-2351,동작구,13,
2079,ST-2352,동작구,25,
2080,ST-2353,동작구,15,
2082,ST-2355,동작구,10,
2083,ST-2356,동작구,10,
2084,ST-2357,동작구,15,
2085,ST-2358,동작구,20,
2086,ST-2359,동작구,22,
2088,ST-2361,동작구,10,
2089,ST-2362,동작구,10,
2090,ST-2363,동작구,15,
2091,ST-2364,동작구,15,
2092,ST-2365,동작구,10,
2093,ST-2366,동작구,8,
2094,ST-2367,동작구,20,
2095,ST-2368,동작구,10,
2096,ST-2369,동작구,8,
2102,ST-702,관악구,13,
2103,ST-703,관악구,10,
2104,ST-712,관악구,13,
2105,ST-704,관악구,12,
2106,ST-705,관악구,12,
2108,ST-714,관악구,20,
2109,ST-882,관악구,22,
2110,ST-950,관악구,9,
2111,ST-965,관악구,10,
2112,ST-715,관악구,15,
2113,ST-934,관악구,20,
2115,ST-883,관악구,20,
2116,ST-717,관악구,9,
2119,ST-884,관악구,10,
2122,ST-719,관악구,20,
2127,ST-707,관악구,10,
2128,ST-720,관악구,12,
2129,ST-721,관악구,10,
2130,ST-722,관악구,10,
2135,ST-708,관악구,9,
2136,ST-976,관악구,8,
2137,ST-723,관악구,10,
2139,ST-951,관악구,10,
2140,ST-724,관악구,20,
2143,ST-886,관악구,10,
2144,ST-709,관악구,15,
2145,ST-725,관악구,12,
2148,ST-887,관악구,10,
2156,ST-952,관악구,12,
2159,ST-1156,관악구,10,
2164,ST-1259,관악구,8,
2165,ST-1260,관악구,10,
2167,ST-1262,관악구,12,
2169,ST-1264,관악구,7,
2170,ST-1265,관악구,10,
2171,ST-1337,관악구,17,
2172,ST-1267,관악구,15,
2173,ST-1268,관악구,10,
2174,ST-1269,관악구,10,
2175,ST-1270,관악구,10,
2176,ST-1357,관악구,15,
2178,ST-1547,관악구,20,
2179,ST-1548,관악구,7,
2184,ST-1702,관악구,10,
2185,ST-1757,관악구,10,
2186,ST-2370,관악구,15,
2187,ST-2371,관악구,15,
2189,ST-2373,관악구,15,
2190,ST-2374,관악구,12,
2191,ST-2375,관악구,10,
2195,ST-2379,관악구,15,
2196,ST-2380,관악구,15,
2198,ST-2382,관악구,10,
2199,ST-2383,관악구,8,
2202,ST-742,서초구,20,
2203,ST-925,서초구,10,
2205,ST-743,서초구,15,
2206,ST-744,서초구,20,
2207,ST-926,서초구,9,
2210,ST-745,서초구,10,
2211,ST-927,서초구,10,
2212,ST-746,서초구,14,
2213,ST-747,서초구,20,
2214,ST-748,서초구,15,
2215,ST-928,서초구,10,
2217,ST-749,서초구,20,
2219,ST-750,서초구,20,
2221,ST-752,서초구,15,
2222,ST-753,서초구,10,
2223,ST-754,서초구,15,
2225,ST-755,서초구,10,
2226,ST-756,서초구,10,
2227,ST-757,서초구,15,
2228,ST-758,서초구,15,
2229,ST-759,서초구,10,
2230,ST-760,서초구,20,
2231,ST-761,서초구,17,
2233,ST-762,서초구,13,
2235,ST-763,서초구,10,
2237,ST-764,서초구,20,
2239,ST-765,서초구,10,
2241,ST-766,서초구,6,
2242,ST-767,서초구,20,
2243,ST-768,서초구,15,
2244,ST-769,서초구,20,
2245,ST-770,서초구,20,
2246,ST-889,서초구,10,
2247,ST-771,서초구,30,
2248,ST-929,서초구,10,
2249,ST-880,서초구,10,
2250,ST-881,서초구,10,
2251,ST-781,서초구,10,
2252,ST-890,서초구,25,
2255,ST-772,서초구,25,
2256,ST-773,서초구,10,
2257,ST-774,서초구,10,
2258,ST-775,서초구,20,
2259,ST-780,서초구,15,
2263,ST-879,서초구,20,
2264,ST-935,서초구,9,
2265,ST-949,서초구,10,
2266,ST-1158,서초구,15,
2269,ST-1161,서초구,15,
2270,ST-1162,서초구,10,
2271,ST-1163,서초구,8,
2272,ST-1164,서초구,10,
2273,ST-1165,서초구,10,
2274,ST-1166,서초구,10,
2275,ST-1167,서초구,7,
2276,ST-1168,서초구,15,
2277,ST-1169,서초구,10,
2279,ST-1305,서초구,10,
2280,ST-1306,서초구,10,
2281,ST-1307,서초구,7,
2282,ST-1308,서초구,10,
2283,ST-1309,서초구,10,
2284,ST-1310,서초구,15,
2285,ST-1311,서초구,10,
2286,ST-1312,서초구,7,
2287,ST-1313,서초구,10,
2288,ST-1314,서초구,7,
2289,ST-1315,서초구,10,
2293,ST-1360,서초구,10,
2294,ST-1361,서초구,15,
2297,ST-1404,서초구,10,
2299,ST-1406,서초구,12,
2301,ST-777,강남구,10,
2302,ST-787,강남구,10,
2303,ST-788,강남구,15,
2304,ST-789,강남구,10,
2305,ST-790,강남구,6,
2306,ST-791,강남구,26,
2307,ST-792,강남구,10,
2308,ST-793,강남구,14,
2309,ST-783,강남구,10,
2310,ST-794,강남구,10,
2311,ST-786,강남구,6,
2312,ST-795,강남구,10,
2313,ST-796,강남구,10,
2314,ST-798,강남구,10,
2315,ST-799,강남구,10,
2316,ST-800,강남구,20,
2317,ST-784,강남구,10,
2318,ST-801,강남구,16,
2319,ST-802,강남구,10,
2320,ST-803,강남구,10,
2321,ST-804,강남구,10,
2322,ST-805,강남구,15,
2323,ST-806,강남구,10,
2324,ST-807,강남구,10,
2325,ST-808,강남구,10,
2326,ST-809,강남구,10,
2327,ST-810,강남구,15,
2328,ST-811,강남구,10,
2329,ST-812,강남구,10,
2330,ST-813,강남구,10,
2331,ST-814,강남구,10,
2332,ST-815,강남구,8,
2333,ST-816,강남구,15,
2334,ST-817,강남구,12,
2335,ST-818,강남구,15,
2336,ST-819,강남구,10,
2337,ST-782,강남구,10,
2339,ST-820,강남구,10,
2340,ST-821,강남구,17,
2341,ST-822,강남구,10,
2342,ST-823,강남구,15,
2344,ST-779,강남구,10,
2347,ST-961,강남구,11,
2348,ST-797,강남구,23,
2349,ST-959,강남구,12,
2350,ST-960,강남구,9,
2351,ST-937,강남구,11,
2352,ST-962,강남구,6,
2353,ST-963,강남구,10,
2354,ST-953,강남구,5,
2355,ST-955,강남구,20,
2356,ST-954,강남구,10,
2357,ST-966,강남구,10,
2358,ST-957,강남구,7,
2359,ST-958,강남구,10,
2360,ST-956,강남구,9,
2362,ST-1171,강남구,10,
2363,ST-1172,강남구,15,
2364,ST-1173,강남구,10,
2365,ST-1174,강남구,15,
2368,ST-1177,강남구,7,
2369,ST-1178,강남구,20,
2370,ST-1179,강남구,10,
2371,ST-1180,강남구,6,
2372,ST-1181,강남구,10,
2373,ST-1182,강남구,20,
2375,ST-1184,강남구,14,
2376,ST-1185,강남구,14,
2377,ST-1186,강남구,9,
2380,ST-1245,강남구,12,
2381,ST-1246,강남구,8,
2382,ST-1247,강남구,6,
2383,ST-1248,강남구,10,
2384,ST-1364,강남구,15,
2385,ST-1365,강남구,10,
2386,ST-1366,강남구,10,
2387,ST-1407,강남구,10,
2388,ST-1433,강남구,18,
2389,ST-1559,강남구,15,
2390,ST-1560,강남구,13,
2391,ST-1561,강남구,7,
2392,ST-1562,강남구,10,
2394,ST-1564,강남구,10,
2396,ST-1566,강남구,15,
2398,ST-1568,강남구,10,
2401,ST-1571,강남구,10,
2403,ST-1573,강남구,10,
2404,ST-1574,강남구,10,
2405,ST-1575,강남구,14,
2406,ST-1576,강남구,10,
2407,ST-1577,강남구,10,
2408,ST-1578,강남구,14,
2409,ST-1679,강남구,20,
2410,ST-1680,강남구,10,
2411,ST-1703,강남구,15,
2413,ST-1879,강남구,20,
2414,ST-1880,강남구,20,
2415,ST-1881,강남구,15,
2416,ST-1882,강남구,10,
2417,ST-1883,강남구,10,
2418,ST-1884,강남구,10,
2419,ST-1885,강남구,13,
2420,ST-1886,강남구,20,
2421,ST-1887,강남구,15,
2422,ST-1888,강남구,10,
2423,ST-1889,강남구,10,
2425,ST-1891,강남구,20,
2426,ST-1892,강남구,10,
2427,ST-1893,강남구,10,
2430,ST-1896,강남구,10,
2431,ST-1897,강남구,10,
2501,ST-1552,서초구,10,
2502,ST-1553,서초구,9,
2503,ST-1554,서초구,10,
2504,ST-1555,서초구,10,
2505,ST-1556,서초구,12,
2506,ST-1557,서초구,10,
2509,ST-1655,서초구,16,
2510,ST-1735,서초구,8,
2511,ST-618,서초구,10,
2514,ST-1899,서초구,10,
2515,ST-1900,서초구,15,
2516,ST-1901,서초구,9,
2517,ST-1902,서초구,20,
2518,ST-1903,서초구,10,
2519,ST-1904,서초구,10,
2520,ST-1905,서초구,20,
2521,ST-1906,서초구,13,
2523,ST-1908,서초구,10,
2524,ST-1909,서초구,15,
2525,ST-1910,서초구,20,
2527,ST-1912,서초구,10,
2529,ST-1914,서초구,12,
2530,ST-1915,서초구,15,
2531,ST-1916,서초구,20,
2532,ST-1917,서초구,13,
2533,ST-1918,서초구,10,
2535,ST-1920,서초구,10,
2536,ST-1921,서초구,10,
2537,ST-1922,서초구,10,
2538,ST-1923,서초구,10,
2539,ST-2404,서초구,20,
2540,ST-1924,서초구,10,
2541,ST-1925,서초구,10,
2542,ST-1926,서초구,10,
2545,ST-1929,서초구,15,
2547,ST-2414,서초구,7,
2548,ST-2415,서초구,18,
2549,ST-2416,서초구,10,
2550,ST-2417,서초구,10,
2601,ST-1590,송파구,16,
2603,ST-1592,송파구,10,
2604,ST-1627,송파구,10,
2605,ST-1658,송파구,15,
2606,ST-1657,송파구,15,
2608,ST-1681,송파구,10,
2609,ST-1682,송파구,10,
2611,ST-1684,송파구,7,
2613,ST-1705,송파구,18,
2614,ST-1706,송파구,15,
2615,ST-1707,송파구,15,
2616,ST-1716,송파구,10,
2617,ST-1717,송파구,15,
2618,ST-1728,송파구,14,
2619,ST-1729,송파구,9,
2620,ST-1730,송파구,12,
2621,ST-1719,송파구,15,
2622,ST-1720,송파구,20,
2623,ST-1851,송파구,15,
2625,ST-1852,송파구,15,
2626,ST-1853,송파구,15,
2627,ST-1854,송파구,15,
2628,ST-1855,송파구,15,
2630,ST-1857,송파구,12,
2631,ST-1858,송파구,15,
2632,ST-1859,송파구,9,
2633,ST-1860,송파구,20,
2634,ST-1861,송파구,10,
2635,ST-1862,송파구,21,
2637,ST-1864,송파구,15,
2639,ST-1866,송파구,18,
2641,ST-1793,송파구,15,
2642,ST-1794,송파구,12,
2643,ST-1795,송파구,10,
2644,ST-1796,송파구,10,
2645,ST-1797,송파구,10,
2646,ST-1867,송파구,15,
2647,ST-1868,송파구,7,
2648,ST-1869,송파구,30,
2649,ST-1870,송파구,10,
2650,ST-1871,송파구,7,
2651,ST-1872,송파구,20,
2652,ST-1873,송파구,41,
2653,ST-1874,송파구,25,
2654,ST-1875,송파구,10,
2655,ST-1876,송파구,20,
2656,ST-1878,송파구,10,
2657,ST-1877,송파구,10,
2658,ST-2409,송파구,10,
2659,ST-2410,송파구,10,
2701,ST-1718,강서구,26,
2702,ST-1727,강서구,20,
2703,ST-2018,강서구,20,
2704,ST-2020,강서구,10,
2706,ST-2022,강서구,13,
2707,ST-2023,강서구,13,
2708,ST-2024,강서구,15,
2709,ST-2025,강서구,20,
2710,ST-2026,강서구,30,
2711,ST-2027,강서구,9,
2712,ST-2028,강서구,18,
2713,ST-2029,강서구,13,
2715,ST-2031,강서구,25,
2716,ST-2032,강서구,20,
2717,ST-2033,강서구,62,
2718,ST-2034,강서구,20,
2719,ST-2035,강서구,40,
2720,ST-2036,강서구,30,
2721,ST-2037,강서구,12,
2723,ST-2040,강서구,13,
2724,ST-2041,강서구,25,
2725,ST-2042,강서구,20,
2727,ST-2044,강서구,25,
2728,ST-2045,강서구,55,
2729,ST-2046,강서구,30,
2730,ST-2047,강서구,30,
2731,ST-2048,강서구,20,
2732,ST-2049,강서구,14,
2733,ST-2050,강서구,15,
2737,ST-2054,강서구,10,
2739,ST-2056,강서구,20,
2740,ST-2057,강서구,20,
2741,ST-2058,강서구,8,
2742,ST-2059,강서구,10,
2744,ST-2411,강서구,25,
2745,ST-2412,강서구,9,
2746,ST-2419,강서구,10,
2801,ST-1753,구로구,30,
2804,ST-1944,구로구,10,
2805,ST-1945,구로구,10,
2806,ST-1946,구로구,10,
2807,ST-1947,구로구,10,
2808,ST-1948,구로구,10,
2809,ST-1949,구로구,10,
2810,ST-1950,구로구,10,
2812,ST-1952,구로구,15,
2813,ST-1953,구로구,10,
2814,ST-1954,구로구,10,
2815,ST-1955,구로구,12,
2816,ST-1956,구로구,14,
2817,ST-1957,구로구,10,
2818,ST-1958,구로구,14,
2819,ST-1959,구로구,20,
2820,ST-1960,구로구,10,
2821,ST-1961,구로구,10,
2822,ST-1962,구로구,14,
2823,ST-1963,구로구,10,
2824,ST-1964,구로구,10,
2825,ST-1965,구로구,10,
2826,ST-1966,구로구,10,
2901,ST-2067,노원구,8,
2902,ST-2068,노원구,12,
2903,ST-2069,노원구,10,
2904,ST-2070,노원구,8,
2907,ST-2073,노원구,15,
2908,ST-2074,노원구,20,
2909,ST-2075,노원구,13,
2910,ST-2076,노원구,10,
2911,ST-2077,노원구,7,
2912,ST-2078,노원구,20,
2913,ST-2079,노원구,17,
2914,ST-2080,노원구,10,
2915,ST-2081,노원구,35,
2917,ST-2083,노원구,10,
2919,ST-2085,노원구,16,
2920,ST-2086,노원구,14,
2921,ST-2087,노원구,10,
3002,ST-2160,마포구,10,
3003,ST-2161,마포구,5,
3005,ST-2163,마포구,10,
3006,ST-2164,마포구,10,
3007,ST-2165,마포구,10,
3008,ST-2166,마포구,10,
3009,ST-2167,마포구,10,
3010,ST-2168,마포구,15,
3013,ST-2422,중구,10,
3100,ST-1188,서대문구,8,
3101,ST-1189,서대문구,15,
3102,ST-1190,서대문구,10,
3103,ST-1491,서대문구,8,
3104,ST-1492,서대문구,13,
3105,ST-1493,서대문구,9,
3109,ST-2194,서대문구,10,
3110,ST-2195,서대문구,15,
3111,ST-2196,서대문구,10,
3113,ST-2199,서대문구,15,
3114,ST-2198,서대문구,7,
3115,ST-2200,서대문구,20,
3116,ST-2201,서대문구,10,
3117,ST-2202,서대문구,10,
3119,ST-2204,서대문구,10,
3120,ST-2205,서대문구,12,
3121,ST-2206,서대문구,15,
3122,ST-2207,서대문구,20,
3123,ST-2208,서대문구,30,
3125,ST-2210,서대문구,20,
3127,ST-2212,서대문구,10,
3128,ST-2213,서대문구,7,
3129,ST-2214,서대문구,20,
3130,ST-2215,서대문구,20,
3131,ST-2216,서대문구,15,
3132,ST-2217,서대문구,10,
3134,ST-2219,서대문구,10,
3201,ST-1972,영등포구,9,
3202,ST-1973,영등포구,15,
3203,ST-1974,영등포구,10,
3204,ST-1975,영등포구,10,
3205,ST-1976,영등포구,10,
3206,ST-1977,영등포구,15,
3207,ST-1978,영등포구,12,
3211,ST-1982,영등포구,15,
3212,ST-1983,영등포구,10,
3214,ST-1985,영등포구,10,
3215,ST-1986,영등포구,15,
3219,ST-1990,영등포구,10,
3220,ST-1991,영등포구,20,
3221,ST-1992,영등포구,10,
3305,ST-2389,관악구,10,
3310,ST-2393,관악구,15,
3311,ST-2394,관악구,12,
3401,ST-1798,종로구,10,
3402,ST-1799,종로구,10,
3404,ST-1801,종로구,9,
3405,ST-1802,종로구,10,
3407,ST-1804,종로구,18,
3408,ST-1805,종로구,13,
3410,ST-1807,종로구,10,
3411,ST-1808,종로구,10,
3412,ST-1809,종로구,15,
3413,ST-1810,종로구,22,
3414,ST-1811,종로구,10,
3415,ST-1812,종로구,15,
3416,ST-1813,종로구,15,
3417,ST-1814,종로구,12,
3418,ST-1815,종로구,10,
3419,ST-1816,종로구,14,
3420,ST-1817,종로구,10,
3421,ST-1818,종로구,10,
3422,ST-1819,종로구,23,
3425,ST-1822,종로구,7,
3426,ST-1823,종로구,10,
3427,ST-1824,종로구,8,
3428,ST-1825,종로구,10,
3429,ST-1826,종로구,10,
3431,ST-1828,종로구,10,
3432,ST-1829,종로구,15,
3500,ST-983,광진구,7,
3501,ST-984,광진구,10,
3502,ST-985,광진구,18,
3503,ST-986,광진구,14,
3504,ST-987,광진구,8,
3505,ST-988,광진구,12,
3506,ST-1191,광진구,10,
3507,ST-1192,광진구,25,
3508,ST-1193,광진구,7,
3509,ST-1194,광진구,20,
3510,ST-1427,광진구,10,
3511,ST-1195,성동구,10,
3513,ST-1197,성동구,15,
3514,ST-1198,성동구,10,
3515,ST-1199,성동구,20,
3516,ST-1271,광진구,15,
3517,ST-1266,광진구,10,
3518,ST-1263,광진구,8,
3521,ST-1379,광진구,10,
3523,ST-1429,광진구,10,
3525,ST-1599,성동구,15,
